GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|411116154|ref|NZ_JH556657.1|:196093-197025|35830|g__Acetivibrio.s__Acetivibrio_cellulolyticus|UniRef90_K4L592|UniRef50_H6LFX7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,933,1,0.0.0.0,1.0718113612004287
gi|410101285|ref|NZ_JH976471.1|:c56146-55409|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI5|UniRef50_Q11QB8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Chryseobacterium;s_Chryseobacterium gallinarum,738,1,0.0.0.0,1.3550135501355014
gi|410101285|ref|NZ_JH976471.1|:c56146-55409|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI5|UniRef50_Q11QB8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,738,4,0.0.0.0,5.420054200542006
gi|410101285|ref|NZ_JH976471.1|:c56146-55409|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI5|UniRef50_Q11QB8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,738,2,0.0.0.0,2.710027100271003
gi|522837953|ref|NZ_KE159519.1|:c736034-735330|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LE02|UniRef50_D8NVM3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,705,19,0.0.0.0,26.95035460992908
gi|522837954|ref|NZ_KE159520.1|:c828223-827486|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AY73|UniRef50_E1WVQ3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella;s_Klebsiella pneumoniae,738,1,0.0.0.0,1.3550135501355014
gi|522837947|ref|NZ_KE159513.1|:c2189687-2188986|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X7I2|UniRef50_R6MLU3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,702,58,0.0.0.0,82.62108262108262
gi|522837953|ref|NZ_KE159519.1|:c202042-201443|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DML6|UniRef50_R5USW4,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,600,18,0.0.0.0,30.0
gi|522837953|ref|NZ_KE159519.1|:c1332445-1331846|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YK37|UniRef50_Q11R91,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,600,1,3.1.26.4,1.6666666666666667
gi|522837956|ref|NZ_KE159522.1|:153098-153691|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q8A0U0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,594,62,3.5.4.16,104.37710437710439
gi|522837956|ref|NZ_KE159522.1|:153098-153691|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q8A0U0,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae;g_Rhizobium;s_Rhizobium leguminosarum,594,5,3.5.4.16,8.417508417508419
gi|522837956|ref|NZ_KE159522.1|:153098-153691|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q8A0U0,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas versuta,594,2,3.5.4.16,3.367003367003367
gi|522837956|ref|NZ_KE159522.1|:153098-153691|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q8A0U0,root;k_Bacteria,594,4,3.5.4.16,6.734006734006734
gi|522837957|ref|NZ_KE159523.1|:292205-292801|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L0H3|UniRef50_R6ZFT4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,597,59,0.0.0.0,98.82747068676717
gi|522837955|ref|NZ_KE159521.1|:c97546-96953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WM85|UniRef50_R7J8Q9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,594,12,0.0.0.0,20.202020202020204
gi|522837960|ref|NZ_KE159526.1|:c65173-64565|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ACC6|UniRef50_R7P9T8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,609,1,0.0.0.0,1.6420361247947455
gi|522837947|ref|NZ_KE159513.1|:283406-284011|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y694|UniRef50_F3ZRH3,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Lactococcus;s_Lactococcus lactis,606,123,0.0.0.0,202.97029702970298
gi|522837954|ref|NZ_KE159520.1|:698725-699336|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ARC1|UniRef50_R7F2X2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,612,170,0.0.0.0,277.77777777777777
gi|410101289|ref|NZ_JH976475.1|:c378564-377962|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z1H4|UniRef50_R6J2K9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus mutans,603,11,0.0.0.0,18.24212271973466
gi|410101286|ref|NZ_JH976472.1|:c954069-953464|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A096|UniRef50_F8X0G8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,606,1,0.0.0.0,1.6501650165016502
gi|522837960|ref|NZ_KE159526.1|:58082-58687|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEG6|UniRef50_A9B436,root;k_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Campylobacteraceae;g_Campylobacter;s_Campylobacter curvus,606,1,0.0.0.0,1.6501650165016502
gi|522837953|ref|NZ_KE159519.1|:390028-390633|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1P3|UniRef50_K5Z6H8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides goldsteinii,606,1,0.0.0.0,1.6501650165016502
gi|522837953|ref|NZ_KE159519.1|:c1439023-1438418|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D1QP11|UniRef50_F0R8X8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,606,186,0.0.0.0,306.9306930693069
gi|522837947|ref|NZ_KE159513.1|:1480829-1481407|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRW6|UniRef50_Q8AAG0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,579,2,0.0.0.0,3.4542314335060453
gi|522837947|ref|NZ_KE159513.1|:2110371-2110952|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX5|UniRef50_F3ZTC1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,582,6,0.0.0.0,10.309278350515465
gi|522837947|ref|NZ_KE159513.1|:2110371-2110952|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX5|UniRef50_F3ZTC1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,582,51,0.0.0.0,87.62886597938144
gi|522837947|ref|NZ_KE159513.1|:2110371-2110952|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_E1WRX5|UniRef50_F3ZTC1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,582,6,0.0.0.0,10.309278350515465
gi|410101291|ref|NZ_JH976477.1|:138959-139549|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z7L0|UniRef50_R6WN33,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,591,25,0.0.0.0,42.30118443316413
gi|522837954|ref|NZ_KE159520.1|:c240241-239654|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B4B6|UniRef50_R7P1K9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,588,1,0.0.0.0,1.7006802721088436
gi|410101287|ref|NZ_JH976473.1|:419983-420570|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZU07|UniRef50_Q8A633,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,588,5,0.0.0.0,8.503401360544219
gi|522837953|ref|NZ_KE159519.1|:673279-673869|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,591,1,0.0.0.0,1.6920473773265652
gi|522837959|ref|NZ_KE159525.1|:1799-2383|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AX94|UniRef50_G8UKZ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,585,96,0.0.0.0,164.10256410256412
gi|410101287|ref|NZ_JH976473.1|:c1106598-1106011|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G8ULR6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,588,4,5.2.1.8,6.802721088435375
gi|522837954|ref|NZ_KE159520.1|:c773349-772699|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZT43|UniRef50_K5ZT43,root;k_Bacteria;p_Fusobacteria;c_Fusobacteriia;o_Fusobacteriales;f_Fusobacteriaceae;g_Fusobacterium;s_Fusobacterium nucleatum,651,1,0.0.0.0,1.5360983102918586
gi|522837956|ref|NZ_KE159522.1|:329297-329953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LG93|UniRef50_B6IPE0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium phytofermentans,657,18,2.2.1.2,27.397260273972602
gi|522837947|ref|NZ_KE159513.1|:2160707-2161348|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X1Y5|UniRef50_H1YF07,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,642,54,4.2.99.18,84.11214953271028
gi|522837957|ref|NZ_KE159523.1|:134218-134862|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A0C2|UniRef50_R7ELU1,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia;s_Burkholderia cenocepacia,645,1,0.0.0.0,1.5503875968992247
gi|522837947|ref|NZ_KE159513.1|:751987-752631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,645,32,0.0.0.0,49.61240310077519
gi|522837947|ref|NZ_KE159513.1|:751987-752631|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5LEQ5,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Leadbetterella;s_Leadbetterella byssophila,645,3,0.0.0.0,4.651162790697675
gi|522837954|ref|NZ_KE159520.1|:c1145096-1144455|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A732|UniRef50_K6A732,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,642,1,0.0.0.0,1.557632398753894
gi|522837947|ref|NZ_KE159513.1|:c1517059-1516418|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2ARK3|UniRef50_N2ARK3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,642,1,0.0.0.0,1.557632398753894
gi|522837954|ref|NZ_KE159520.1|:c1222895-1222224|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6W9|UniRef50_Q49VQ7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,672,1,6.3.4.20,1.488095238095238
gi|522837947|ref|NZ_KE159513.1|:2096480-2097151|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AK38|UniRef50_Q5LFY0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,672,80,0.0.0.0,119.04761904761904
gi|522837953|ref|NZ_KE159519.1|:300752-301423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y2I8|UniRef50_R7PAA5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,672,2,0.0.0.0,2.976190476190476
gi|522837947|ref|NZ_KE159513.1|:c15271-14600|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZXV8|UniRef50_K5ZXV8,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Leuconostoc;s_Leuconostoc citreum,672,1,0.0.0.0,1.488095238095238
gi|522837959|ref|NZ_KE159525.1|:c43012-42338|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEN2|UniRef50_F0R927,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,675,68,0.0.0.0,100.74074074074073
gi|410101288|ref|NZ_JH976474.1|:c46202-45537|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZL03|UniRef50_P09213,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,666,24,1.15.1.1,36.03603603603604
gi|522837958|ref|NZ_KE159524.1|:c271820-271152|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5XZE3|UniRef50_A6KZM8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,669,1,0.0.0.0,1.4947683109118086
gi|522837947|ref|NZ_KE159513.1|:2105416-2106042|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q64WM1|UniRef50_F4KNM3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,627,6,0.0.0.0,9.569377990430622
gi|522837947|ref|NZ_KE159513.1|:2105416-2106042|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q64WM1|UniRef50_F4KNM3,root,627,1,0.0.0.0,1.594896331738437
gi|522837947|ref|NZ_KE159513.1|:2105416-2106042|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q64WM1|UniRef50_F4KNM3,root;k_;p_;c_;o_;f_;g_;s_uncultured organism,627,2,0.0.0.0,3.189792663476874
gi|410101289|ref|NZ_JH976475.1|:175314-175940|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5FZQ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,627,65,3.4.23.36,103.66826156299841
gi|410101285|ref|NZ_JH976471.1|:1371876-1372502|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRS1|UniRef50_A6LG57,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,627,53,0.0.0.0,84.52950558213716
gi|522837954|ref|NZ_KE159520.1|:c881021-880401|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A715|UniRef50_R7JKG6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,621,35,0.0.0.0,56.36070853462158
gi|522837947|ref|NZ_KE159513.1|:c1478093-1477470|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5XZH2|UniRef50_A6LBX7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella enoeca,624,4,0.0.0.0,6.410256410256411
gi|522837947|ref|NZ_KE159513.1|:c1478093-1477470|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5XZH2|UniRef50_A6LBX7,root;k_Bacteria;p_Cyanobacteria;c_;o_Pleurocapsales;f_Hyellaceae;g_Pleurocapsa;s_Pleurocapsa minor,624,1,0.0.0.0,1.6025641025641026
gi|522837954|ref|NZ_KE159520.1|:c1220845-1220222|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUN9|UniRef50_K5ZUN9,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,624,39,0.0.0.0,62.5
gi|522837955|ref|NZ_KE159521.1|:18328-18963|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZP10|UniRef50_R7J8G7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,636,1,0.0.0.0,1.572327044025157
gi|522837947|ref|NZ_KE159513.1|:c378001-377363|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZCJ7|UniRef50_R6IG06,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,639,19,0.0.0.0,29.7339593114241
gi|522837947|ref|NZ_KE159513.1|:c378001-377363|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZCJ7|UniRef50_R6IG06,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Polaromonas;s_Polaromonas sp. JS666,639,1,0.0.0.0,1.5649452269170578
gi|522837953|ref|NZ_KE159519.1|:c855987-855352|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZVA5|UniRef50_Q64Y32,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,636,80,0.0.0.0,125.78616352201257
gi|522837957|ref|NZ_KE159523.1|:292806-293444|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7P0K9|UniRef50_R6V7L7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,639,11,0.0.0.0,17.214397496087635
gi|410101285|ref|NZ_JH976471.1|:373477-374118|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZWE8|UniRef50_G8UJ51,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Brucellaceae;g_Ochrobactrum;s_Ochrobactrum anthropi,642,1,0.0.0.0,1.557632398753894
gi|522837953|ref|NZ_KE159519.1|:c656928-656299|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AUI5|UniRef50_Q8ABU4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,630,1,0.0.0.0,1.5873015873015872
gi|522837947|ref|NZ_KE159513.1|:662389-663282|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AV25|UniRef50_R5N5A0,root;k_Archaea;p_Thaumarchaeota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Candidatus Nitrosocosmicus;s_Candidatus Nitrocosmicus oleophilus,894,121,0.0.0.0,135.34675615212527
gi|522837947|ref|NZ_KE159513.1|:869080-869973|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA57|UniRef50_A6L5G7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,894,10,0.0.0.0,11.185682326621924
gi|522837947|ref|NZ_KE159513.1|:869080-869973|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LA57|UniRef50_A6L5G7,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Sphingobacterium;s_Sphingobacterium sp. ML3W,894,2,0.0.0.0,2.237136465324385
gi|522837957|ref|NZ_KE159523.1|:174789-175685|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L8J2|UniRef50_A0M554,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella denticola,897,75,3.5.4.9,83.61204013377926
gi|522837953|ref|NZ_KE159519.1|:c1296664-1295768|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DGX9|UniRef50_J7TEL5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,897,14,1.4.1.16,15.607580824972128
gi|522837952|ref|NZ_KE159518.1|:1-897|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2ANG3|UniRef50_R5DCF3,root;k_Bacteria;p_Cyanobacteria;c_;o_Chroococcales;f_Microcystaceae;g_Microcystis;s_Microcystis aeruginosa,897,1,0.0.0.0,1.1148272017837235
gi|522837954|ref|NZ_KE159520.1|:782073-782960|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B6Y6|UniRef50_R7KRG5,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Staphylococcaceae;g_Staphylococcus;s_Staphylococcus warneri,888,11,0.0.0.0,12.387387387387387
gi|522837947|ref|NZ_KE159513.1|:c161100-160210|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y5Y4|UniRef50_R7B8R4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,891,1,0.0.0.0,1.122334455667789
gi|522837960|ref|NZ_KE159526.1|:c14709-13819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z2A1|UniRef50_R5DF51,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Burkholderia,891,82,0.0.0.0,92.0314253647587
gi|522837947|ref|NZ_KE159513.1|:2110956-2111846|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q64WM8|UniRef50_R5J9G5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,891,67,2.1.1.37,75.19640852974186
gi|522837947|ref|NZ_KE159513.1|:2110956-2111846|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q64WM8|UniRef50_R5J9G5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,891,1,2.1.1.37,1.122334455667789
gi|522837947|ref|NZ_KE159513.1|:874962-875870|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHV9|UniRef50_R5I180,root;k_;p_;c_;o_;f_;g_;s_uncultured microorganism,909,56,0.0.0.0,61.6061606160616
gi|522837947|ref|NZ_KE159513.1|:874962-875870|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHV9|UniRef50_R5I180,root;k_Bacteria;p_Elusimicrobia;c_Endomicrobia;o_Endomicrobiales;f_Endomicrobiaceae;g_Endomicrobium;s_Endomicrobium proavitum,909,1,0.0.0.0,1.1001100110011002
gi|410101288|ref|NZ_JH976474.1|:c675475-674567|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5LES4|UniRef50_Q4UY06,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,909,1,2.7.7.4,1.1001100110011002
gi|410101286|ref|NZ_JH976472.1|:755720-756628|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DEQ7|UniRef50_A6L976,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,909,1,0.0.0.0,1.1001100110011002
