GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|374087949|ref|NZ_JH599912.1|:1-1008|1054213|g__Acetobacteraceae_noname.s__Acetobacteraceae_bacterium_AT_5844|UniRef90_G9ZU40|UniRef50_G1XWW4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1008,1,0.0.0.0,0.9920634920634921
gi|522837954|ref|NZ_KE159520.1|:c266426-263139|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Filimonas;s_Filimonas lacunae,3288,1,0.0.0.0,0.30413625304136255
gi|522837953|ref|NZ_KE159519.1|:c813614-810414|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5RE42,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3201,1,0.0.0.0,0.31240237425804435
gi|410101287|ref|NZ_JH976473.1|:c54405-51208|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_W4PEG5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,3198,2,0.0.0.0,0.6253908692933083
gi|522837953|ref|NZ_KE159519.1|:c508760-505554|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Y8F0|UniRef50_K5Y8F0,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Niabella;s_Niabella soli,3207,14,0.0.0.0,4.365450576863112
gi|522837953|ref|NZ_KE159519.1|:c938503-935309|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Chitinophaga;s_Chitinophaga pinensis,3195,1,0.0.0.0,0.3129890453834116
gi|522837954|ref|NZ_KE159520.1|:695503-698721|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,3219,1,0.0.0.0,0.3106554830692762
gi|522837954|ref|NZ_KE159520.1|:695503-698721|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,3219,1,0.0.0.0,0.3106554830692762
gi|410101287|ref|NZ_JH976473.1|:1043159-1046371|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3213,17,0.0.0.0,5.291005291005291
gi|522837958|ref|NZ_KE159524.1|:15563-18778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NVN1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3216,1,0.0.0.0,0.31094527363184077
gi|522837958|ref|NZ_KE159524.1|:15563-18778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NVN1,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,3216,2,0.0.0.0,0.6218905472636815
gi|522837958|ref|NZ_KE159524.1|:15563-18778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NVN1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3216,2,0.0.0.0,0.6218905472636815
gi|522837958|ref|NZ_KE159524.1|:15563-18778|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NVN1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,3216,1,0.0.0.0,0.31094527363184077
gi|522837954|ref|NZ_KE159520.1|:c678765-675550|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Bartonellaceae;g_Bartonella;s_Bartonella henselae,3216,1,0.0.0.0,0.31094527363184077
gi|522837955|ref|NZ_KE159521.1|:c244606-241754|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus,2853,1,0.0.0.0,0.35050823694356814
gi|522837958|ref|NZ_KE159524.1|:c249716-246864|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q8A8M0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium BD_contig00069,2853,1,1.4.4.2,0.35050823694356814
gi|522837958|ref|NZ_KE159524.1|:c249716-246864|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q8A8M0,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium gilvum,2853,2,1.4.4.2,0.7010164738871363
gi|522837954|ref|NZ_KE159520.1|:464347-467184|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6Y9K6,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Azorhizobium;s_Azorhizobium caulinodans,2838,1,6.1.1.4,0.3523608174770965
gi|522837954|ref|NZ_KE159520.1|:464347-467184|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6Y9K6,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,2838,1,6.1.1.4,0.3523608174770965
gi|522837954|ref|NZ_KE159520.1|:464347-467184|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6Y9K6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus faecium,2838,1,6.1.1.4,0.3523608174770965
gi|522837954|ref|NZ_KE159520.1|:1060553-1063339|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Petrimonas;s_Petrimonas mucosa,2787,1,0.0.0.0,0.3588087549336204
gi|522837954|ref|NZ_KE159520.1|:761610-764654|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Archaea;p_Euryarchaeota;c_Methanomicrobia;o_Methanosarcinales;f_Methanosarcinaceae;g_Methanosarcina,3045,1,0.0.0.0,0.3284072249589491
gi|410101287|ref|NZ_JH976473.1|:c714039-710998|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZRL7|UniRef50_A6GWV8,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Filimonas;s_Filimonas lacunae,3042,3,0.0.0.0,0.9861932938856016
gi|410101287|ref|NZ_JH976473.1|:c600534-597511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JHG3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella scopos,3024,32,0.0.0.0,10.582010582010582
gi|410101287|ref|NZ_JH976473.1|:c600534-597511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JHG3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3024,1,0.0.0.0,0.3306878306878307
gi|410101287|ref|NZ_JH976473.1|:c600534-597511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JHG3,root,3024,1,0.0.0.0,0.3306878306878307
gi|410101287|ref|NZ_JH976473.1|:c600534-597511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JHG3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,3024,2,0.0.0.0,0.6613756613756614
gi|410101287|ref|NZ_JH976473.1|:c600534-597511|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JHG3,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,3024,1,0.0.0.0,0.3306878306878307
gi|522837956|ref|NZ_KE159522.1|:c299820-296797|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter gotjawali,3024,1,0.0.0.0,0.3306878306878307
gi|410101285|ref|NZ_JH976471.1|:837943-840972|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_W4UYD9,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_Xanthomonas;s_Xanthomonas campestris,3030,1,0.0.0.0,0.33003300330033003
gi|522837947|ref|NZ_KE159513.1|:c1753746-1750666|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5PMA9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,3081,3,0.0.0.0,0.9737098344693281
gi|522837953|ref|NZ_KE159519.1|:c1185330-1182286|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_E6SPA2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,3045,1,0.0.0.0,0.3284072249589491
gi|410101285|ref|NZ_JH976471.1|:c137168-134256|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus,2913,3,0.0.0.0,1.0298661174047374
gi|410101290|ref|NZ_JH976476.1|:c36706-33809|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5NCD8,root;k_Bacteria;p_Aquificae;c_Aquificae;o_Aquificales;f_Aquificaceae;g_Hydrogenobaculum,2898,3,0.0.0.0,1.0351966873706004
gi|522837957|ref|NZ_KE159523.1|:99503-103315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria,3813,40,2.7.7.6,10.49042748492001
gi|522837957|ref|NZ_KE159523.1|:99503-103315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter,3813,4,2.7.7.6,1.049042748492001
gi|522837957|ref|NZ_KE159523.1|:99503-103315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella ruminicola,3813,1,2.7.7.6,0.26226068712300027
gi|522837957|ref|NZ_KE159523.1|:99503-103315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3813,1,2.7.7.6,0.26226068712300027
gi|522837957|ref|NZ_KE159523.1|:99503-103315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,3813,1,2.7.7.6,0.26226068712300027
gi|522837957|ref|NZ_KE159523.1|:99503-103315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Flavobacterium;s_Flavobacterium branchiophilum,3813,2,2.7.7.6,0.5245213742460005
gi|522837957|ref|NZ_KE159523.1|:99503-103315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Flammeovirgaceae;g_Marivirga;s_Marivirga tractuosa,3813,1,2.7.7.6,0.26226068712300027
gi|522837957|ref|NZ_KE159523.1|:99503-103315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5VAG8,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Crocinitomicaceae;g_Fluviicola;s_Fluviicola taffensis,3813,1,2.7.7.6,0.26226068712300027
gi|522837954|ref|NZ_KE159520.1|:1356716-1360405|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5DBZ4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3690,7,6.3.5.3,1.897018970189702
gi|522837954|ref|NZ_KE159520.1|:1356716-1360405|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5DBZ4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,3690,11,6.3.5.3,2.981029810298103
gi|522837953|ref|NZ_KE159519.1|:c1141332-1137628|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YM02|UniRef50_K5YM02,root;k_Bacteria;p_Tenericutes;c_Mollicutes;o_Mycoplasmatales;f_Mycoplasmataceae;g_Mycoplasma;s_Candidatus Mycoplasma girerdii,3705,1,0.0.0.0,0.2699055330634278
gi|522837947|ref|NZ_KE159513.1|:495226-499236|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A6L9N8,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Ralstonia;s_Ralstonia solanacearum,4011,1,0.0.0.0,0.2493143854400399
gi|522837957|ref|NZ_KE159523.1|:34488-38006|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Viruses;p_;c_;o_Caudovirales;f_Myoviridae;g_;s_Cyanophage P-RSM6,3519,1,0.0.0.0,0.2841716396703609
gi|522837954|ref|NZ_KE159520.1|:904242-907730|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella sp. oral taxon 299,3489,11,0.0.0.0,3.1527658354829464
gi|410101285|ref|NZ_JH976471.1|:780916-784389|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6WWR6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella ruminicola,3474,2,0.0.0.0,0.5757052389176741
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3558,22,0.0.0.0,6.183249016301293
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,3558,22,0.0.0.0,6.183249016301293
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,3558,16,0.0.0.0,4.4969083754918495
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,3558,3,0.0.0.0,0.8431703204047218
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium BD_contig00162,3558,1,0.0.0.0,0.2810567734682406
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella,3558,1,0.0.0.0,0.2810567734682406
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella intermedia,3558,1,0.0.0.0,0.2810567734682406
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root,3558,1,0.0.0.0,0.2810567734682406
gi|522837947|ref|NZ_KE159513.1|:220262-223819|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,3558,2,0.0.0.0,0.5621135469364812
gi|522837953|ref|NZ_KE159519.1|:c1250926-1247321|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AGP0|UniRef50_R5M7M4,root,3606,4,0.0.0.0,1.1092623405435387
gi|522837953|ref|NZ_KE159519.1|:c1469693-1463844|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,5850,1,0.0.0.0,0.17094017094017094
gi|410101286|ref|NZ_JH976472.1|:c1031266-1025429|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes,5838,1,0.0.0.0,0.17129153819801302
gi|410101285|ref|NZ_JH976471.1|:1737089-1741141|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6WNX0,root;k_Bacteria,4053,1,2.7.13.3,0.2467308166790032
gi|522837954|ref|NZ_KE159520.1|:c613289-609219|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B0W2|UniRef50_R5USR6,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Planococcus;s_Planococcus rifietoensis,4071,1,2.7.13.3,0.24563989191844757
gi|522837947|ref|NZ_KE159513.1|:657966-662315|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,4350,1,0.0.0.0,0.2298850574712644
gi|410101286|ref|NZ_JH976472.1|:c1156125-1151833|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6VIN5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,4293,4,2.7.7.6,0.9317493594223154
gi|410101286|ref|NZ_JH976472.1|:c1156125-1151833|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6VIN5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,4293,1,2.7.7.6,0.23293733985557885
gi|410101291|ref|NZ_JH976477.1|:c356433-351934|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JJE2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Tetragenococcus;s_Tetragenococcus halophilus,4500,2,0.0.0.0,0.4444444444444444
gi|522837954|ref|NZ_KE159520.1|:30062-34204|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A2W1|UniRef50_R5P153,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,4143,57,2.7.13.3,13.758146270818248
gi|522837953|ref|NZ_KE159519.1|:c1169785-1166435|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,3351,1,0.0.0.0,0.29841838257236647
gi|410101285|ref|NZ_JH976471.1|:1404544-1407894|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_S0GNN6,root;k_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Mucilaginibacter;s_Mucilaginibacter gotjawali,3351,22,0.0.0.0,6.565204416592062
gi|522837958|ref|NZ_KE159524.1|:106770-110123|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BA72|UniRef50_N2BA72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,3354,1,0.0.0.0,0.2981514609421586
gi|522837956|ref|NZ_KE159522.1|:c325394-322053|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AZQ6|UniRef50_N2B512,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Rufibacter;s_Rufibacter sp. DG15C,3342,1,0.0.0.0,0.2992220227408737
gi|410101291|ref|NZ_JH976477.1|:201061-204438|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A0LYR8,root;k_Bacteria,3378,9,0.0.0.0,2.664298401420959
gi|522837953|ref|NZ_KE159519.1|:c1135578-1132219|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A0A015YCP8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,3360,1,0.0.0.0,0.2976190476190476
gi|522837954|ref|NZ_KE159520.1|:c1339252-1335893|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5RG59,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,3360,5,0.0.0.0,1.4880952380952381
gi|410101285|ref|NZ_JH976471.1|:c562390-559085|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_K6A7G8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,3306,1,0.0.0.0,0.3024803387779794
gi|410101285|ref|NZ_JH976471.1|:1218369-1221692|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B6C4|UniRef50_N2B6C4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,3324,1,0.0.0.0,0.3008423586040915
gi|522837947|ref|NZ_KE159513.1|:c2155182-2151796|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Spirosoma;s_Spirosoma linguale,3387,5,0.0.0.0,1.4762326542663124
gi|522837947|ref|NZ_KE159513.1|:c2155182-2151796|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Gillisia;s_Gillisia sp. Hel1_33_143,3387,2,0.0.0.0,0.5904930617065249
gi|522837947|ref|NZ_KE159513.1|:c2155182-2151796|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes,3387,2,0.0.0.0,0.5904930617065249
gi|410101290|ref|NZ_JH976476.1|:c195640-192224|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YZ96|UniRef50_R6ETS2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,3417,1,0.0.0.0,0.292654375182909
gi|522837953|ref|NZ_KE159519.1|:c1204849-1201445|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B6A2|UniRef50_N2B6A2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,3405,3,0.0.0.0,0.881057268722467
gi|410101286|ref|NZ_JH976472.1|:c57880-55613|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5UVL2,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Dyadobacter;s_Dyadobacter fermentans,2268,1,0.0.0.0,0.4409171075837743
