GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,433,42804,0.0.0.0,98854.50346420324
gi|483984922|ref|NZ_KB892682.1|:246198-248639|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003762641|UniRef50_R5I707,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2442,5,2.1.1.107,2.0475020475020473
gi|498503065|ref|NZ_KB822571.1|:894479-895945|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AMG5|UniRef50_K6AMG5,unclassified,1467,3,0.0.0.0,2.044989775051125
gi|522837947|ref|NZ_KE159513.1|:1131741-1132229|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5J8|UniRef50_D5XBG0,unclassified,489,1,0.0.0.0,2.044989775051125
gi|387175331|ref|NZ_JH660541.1|:14908-15396|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P0AAZ2|UniRef50_P0AAZ2,unclassified,489,1,0.0.0.0,2.044989775051125
gi|224581002|ref|NZ_GG657391.1|:10155-10643|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0AFW1|UniRef50_P0AFW1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,489,1,0.0.0.0,2.044989775051125
gi|416267742|ref|NZ_AERM01000113.1|:19131-19619|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_P0AAZ2|UniRef50_P0AAZ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,489,1,0.0.0.0,2.044989775051125
gi|187730020|ref|NC_010658.1|:c2711252-2710764|621|g__Shigella.s__Shigella_boydii|UniRef90_B5F1C1|UniRef50_B5F1C1,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,489,1,0.0.0.0,2.044989775051125
gi|419918610|ref|NZ_AJWP01000144.1|:c9138-8650|562|g__Escherichia.s__Escherichia_coli|UniRef90_P46854|UniRef50_P46854,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,489,1,0.0.0.0,2.044989775051125
gi|555546126|ref|NZ_KI530573.1|:845325-846302|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QC78|UniRef50_V2QC78,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Planococcaceae;g_Planococcus;s_Planococcus donghaensis,978,2,0.0.0.0,2.044989775051125
gi|498503065|ref|NZ_KB822571.1|:1421656-1422144|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZX56|UniRef50_K5ZX56,unclassified,489,1,0.0.0.0,2.044989775051125
gi|483984738|ref|NZ_KB892663.1|:c18031-17543|33035|g__Blautia.s__Blautia_producta|UniRef90_R6V9M7|UniRef50_Q8TX94,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,489,1,4.2.1.33,2.044989775051125
gi|387175331|ref|NZ_JH660541.1|:c574082-573105|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P37344|UniRef50_P37344,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,978,2,0.0.0.0,2.044989775051125
gi|487365421|ref|NZ_AQBJ01000053.1|:35736-36713|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q8X954|UniRef50_B2U084,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,978,2,0.0.0.0,2.044989775051125
gi|522837953|ref|NZ_KE159519.1|:c1181510-1180533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B0K6|UniRef50_R7J7I1,unclassified,978,2,0.0.0.0,2.044989775051125
gi|410101288|ref|NZ_JH976474.1|:424678-425655|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A5B9|UniRef50_K6A5B9,unclassified,978,2,0.0.0.0,2.044989775051125
gi|410101291|ref|NZ_JH976477.1|:16682-17170|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z9U9|UniRef50_L0JGN1,unclassified,489,1,0.0.0.0,2.044989775051125
gi|490136654|ref|NZ_KB822566.1|:c393982-393494|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAS1|UniRef50_R7KBV9,unclassified,489,1,0.0.0.0,2.044989775051125
gi|490138457|ref|NZ_KB822569.1|:c192176-191688|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZEW5|UniRef50_Q2NQW8,unclassified,489,1,2.1.1.207,2.044989775051125
gi|490136654|ref|NZ_KB822566.1|:593040-593528|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMC2|UniRef50_R7I116,unclassified,489,1,0.0.0.0,2.044989775051125
gi|522837954|ref|NZ_KE159520.1|:596757-598715|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVL8|UniRef50_R7JFB3,unclassified,1959,4,0.0.0.0,2.041858090862685
gi|522837953|ref|NZ_KE159519.1|:c387263-383835|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_Q5LCU8,unclassified,3429,7,6.1.1.5,2.041411490230388
gi|522837959|ref|NZ_KE159525.1|:57678-61109|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,3432,7,0.0.0.0,2.0396270396270397
gi|452303148|ref|NZ_AEMF01000001.1|:1984041-1985021|754333|g__Escherichia.s__Escherichia_sp_TW11588|UniRef90_G9G286|UniRef50_G9G286,unclassified,981,2,0.0.0.0,2.038735983690112
gi|498503065|ref|NZ_KB822571.1|:c4638262-4637282|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z7D2|UniRef50_B2RH08,unclassified,981,2,2.8.1.6,2.038735983690112
gi|498503065|ref|NZ_KB822571.1|:c6157830-6156850|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z877|UniRef50_G8TIS7,unclassified,981,2,0.0.0.0,2.038735983690112
gi|498503065|ref|NZ_KB822571.1|:3865508-3866488|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_Q8A624,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus,981,2,2.7.1.11,2.038735983690112
gi|555553619|ref|NZ_KI530590.1|:c28262-27282|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RHB1|UniRef50_D4H115,unclassified,981,2,0.0.0.0,2.038735983690112
gi|522837947|ref|NZ_KE159513.1|:c1388891-1387911|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z877|UniRef50_G8TIS7,unclassified,981,2,0.0.0.0,2.038735983690112
gi|498503065|ref|NZ_KB822571.1|:5554439-5555911|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A9H5|UniRef50_W0ERW1,unclassified,1473,3,1.1.1.49,2.0366598778004072
gi|522837953|ref|NZ_KE159519.1|:c1118169-1116697|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IQZ0|UniRef50_Q8U195,unclassified,1473,3,0.0.0.0,2.0366598778004072
gi|522837947|ref|NZ_KE159513.1|:c2200127-2198655|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B8C8|UniRef50_R7J1A4,unclassified,1473,3,0.0.0.0,2.0366598778004072
gi|498503065|ref|NZ_KB822571.1|:c4965648-4965157|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y4Y6|UniRef50_R6AVY1,unclassified,492,1,0.0.0.0,2.032520325203252
gi|410101285|ref|NZ_JH976471.1|:c1575093-1573618|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LFT6|UniRef50_A6LFT6,unclassified,1476,3,6.1.1.16,2.032520325203252
gi|410101286|ref|NZ_JH976472.1|:506083-507066|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZYT6|UniRef50_K5ZYT6,unclassified,984,2,0.0.0.0,2.032520325203252
gi|555546126|ref|NZ_KI530573.1|:50350-50841|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QGJ8|UniRef50_A1VCP5,unclassified,492,1,0.0.0.0,2.032520325203252
gi|385881573|ref|NZ_AGSO01000002.1|:c320141-319650|173362|g__Brachybacterium.s__Brachybacterium_paraconglomeratum|UniRef90_UPI00026C746A|UniRef50_C7MED9,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Corynebacteriales;f_Mycobacteriaceae;g_Mycolicibacterium;s_Mycolicibacterium gilvum,492,1,0.0.0.0,2.032520325203252
gi|82542618|ref|NC_007613.1|:75360-75851|621|g__Shigella.s__Shigella_boydii|UniRef90_P00894|UniRef50_P00894,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,492,1,2.2.1.6,2.032520325203252
gi|337277607|ref|NC_015677.1|:c2439173-2438682|94132|g__Ramlibacter.s__Ramlibacter_tataouinensis|UniRef90_D0J5D2|UniRef50_P00894,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Ramlibacter;s_Ramlibacter tataouinensis,492,1,2.2.1.6,2.032520325203252
gi|498503065|ref|NZ_KB822571.1|:c19563-18088|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZYF6|UniRef50_A6LCP2,unclassified,1476,3,0.0.0.0,2.032520325203252
gi|82753727|ref|XM_722701.1||5861|g__Plasmodium.s__Plasmodium_yoelii|UniRef90_Q7R950|UniRef50_Q7R950,unclassified,492,1,0.0.0.0,2.032520325203252
gi|498503065|ref|NZ_KB822571.1|:c1301696-1300221|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEK4|UniRef50_Q7UJL3,unclassified,1476,3,1.1.1.205,2.032520325203252
gi|498503065|ref|NZ_KB822571.1|:c2729160-2727685|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LFT6|UniRef50_A6LFT6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,1476,3,6.1.1.16,2.032520325203252
gi|522837957|ref|NZ_KE159523.1|:48833-49324|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AI37|UniRef50_R6XST5,unclassified,492,1,3.1.3.48,2.032520325203252
gi|483984714|ref|NZ_KB892660.1|:c31281-27346|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003769DCB|UniRef50_UPI0003769DCB,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,3936,8,2.7.13.3,2.032520325203252
gi|490138742|ref|NZ_KB822570.1|:c4745-4254|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAL9|UniRef50_N1ZAL9,unclassified,492,1,0.0.0.0,2.032520325203252
gi|410101289|ref|NZ_JH976475.1|:103204-104187|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZEB0|UniRef50_K5ZEB0,unclassified,984,2,0.0.0.0,2.032520325203252
gi|522837954|ref|NZ_KE159520.1|:c1279721-1278738|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X5D2|UniRef50_G8UNE2,unclassified,984,2,0.0.0.0,2.032520325203252
gi|498503065|ref|NZ_KB822571.1|:4357187-4357678|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUP0|UniRef50_R6IBK5,unclassified,492,1,0.0.0.0,2.032520325203252
gi|490151422|ref|NZ_KB822406.1|:c88691-86229|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_unknown|UniRef50_P72524,unclassified,2463,5,5.99.1.3,2.0300446609825418
gi|483984727|ref|NZ_KB892662.1|:33825-36287|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5U3B4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,2463,5,0.0.0.0,2.0300446609825418
gi|498503065|ref|NZ_KB822571.1|:c2731629-2729659|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YU86|UniRef50_R6AQ07,unclassified,1971,4,0.0.0.0,2.0294266869609334
gi|555546126|ref|NZ_KI530573.1|:c273249-271279|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QE10|UniRef50_V2QE10,unclassified,1971,4,6.5.1.2,2.0294266869609334
gi|332526151|ref|NZ_AEWG01000079.1|:c24777-23299|316997|g__Rubrivivax.s__Rubrivivax_benzoatilyticus|UniRef90_I0HNG9|UniRef50_B1Y8A8,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_;g_Leptothrix;s_Leptothrix cholodnii,1479,3,0.0.0.0,2.028397565922921
gi|410101289|ref|NZ_JH976475.1|:104332-107784|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_K5ZDR6,unclassified,3453,7,0.0.0.0,2.027222704894295
gi|410101285|ref|NZ_JH976471.1|:1282196-1283182|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LGA8|UniRef50_B7JYJ9,unclassified,987,2,2.5.1.72,2.026342451874367
gi|506938814|ref|NZ_AOQL01000024.1|:11439-12425|562|g__Escherichia.s__Escherichia_coli|UniRef90_unknown|UniRef50_P76419,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,987,2,0.0.0.0,2.026342451874367
gi|498503065|ref|NZ_KB822571.1|:c2698496-2697510|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A207|UniRef50_K6A207,unclassified,987,2,0.0.0.0,2.026342451874367
gi|490136654|ref|NZ_KB822566.1|:c254485-253004|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZAF5|UniRef50_N1ZAF5,unclassified,1482,3,0.0.0.0,2.0242914979757085
gi|498503065|ref|NZ_KB822571.1|:c5438652-5437171|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LAP3|UniRef50_Q2RZJ2,unclassified,1482,3,6.1.1.15,2.0242914979757085
gi|490136654|ref|NZ_KB822566.1|:767921-769897|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZK22|UniRef50_R5AIB9,unclassified,1977,4,0.0.0.0,2.0232675771370765
gi|555546126|ref|NZ_KI530573.1|:c864213-861742|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QDI8|UniRef50_Q1MQ89,unclassified,2472,5,5.99.1.3,2.0226537216828477
gi|416267502|ref|NZ_AERM01000110.1|:c9557-9063|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_A7ZUE7|UniRef50_Q6G5G1,unclassified,495,1,0.0.0.0,2.0202020202020203
gi|522837959|ref|NZ_KE159525.1|:74016-74510|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZX20|UniRef50_K5ZX20,unclassified,495,1,0.0.0.0,2.0202020202020203
gi|498503065|ref|NZ_KB822571.1|:3382773-3383762|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LHM8|UniRef50_Q8A0Z3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,990,2,0.0.0.0,2.0202020202020203
gi|417605622|ref|NZ_AFDV01000017.1|:210372-210866|562|g__Escherichia.s__Escherichia_coli|UniRef90_N2D5B1|UniRef50_T7Q4T4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,495,1,0.0.0.0,2.0202020202020203
gi|512436171|ref|NZ_KE159459.1|:c2378240-2377746|818|g__Bacteroides.s__Bacteroides_thetaiotaomicron|UniRef90_K5ZT65|UniRef50_A6L272,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,495,1,0.0.0.0,2.0202020202020203
gi|383768277|ref|NC_017082.1|:3554863-3555357|335659|g__Bradyrhizobium.s__Bradyrhizobium_sp_S23321|UniRef90_Q89L55|UniRef50_Q6N6L4,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Phyllobacteriaceae;g_Mesorhizobium;s_Mesorhizobium japonicum,495,1,2.7.7.3,2.0202020202020203
gi|256823905|ref|NC_013169.1|:c892386-891892|1276|g__Kytococcus.s__Kytococcus_sedentarius|UniRef90_C7NFJ3|UniRef50_C7NFJ3,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Dermacoccaceae;g_Kytococcus;s_Kytococcus sedentarius,495,1,0.0.0.0,2.0202020202020203
gi|498503065|ref|NZ_KB822571.1|:c1360552-1360058|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZX20|UniRef50_K5ZX20,unclassified,495,1,0.0.0.0,2.0202020202020203
gi|223958586|ref|NZ_DS999463.1|:581699-582193|469598|g__Escherichia.s__Escherichia_sp_3_2_53FAA|UniRef90_G2B4I7|UniRef50_B8CSC0,unclassified,495,1,3.4.23.36,2.0202020202020203
gi|522837947|ref|NZ_KE159513.1|:775496-776485|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B098|UniRef50_N2B098,unclassified,990,2,0.0.0.0,2.0202020202020203
gi|223958583|ref|NZ_DS999460.1|:149398-150387|469598|g__Escherichia.s__Escherichia_sp_3_2_53FAA|UniRef90_P0AGF8|UniRef50_P11954,unclassified,990,2,4.3.1.17,2.0202020202020203
gi|555552016|ref|NZ_KI530588.1|:417270-417764|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QBA0|UniRef50_Q7VJJ5,unclassified,495,1,0.0.0.0,2.0202020202020203
gi|484228710|ref|NZ_JH730945.1|:73611-74600|294|g__Pseudomonas.s__Pseudomonas_fluorescens|UniRef90_UPI0002F985CD|UniRef50_R4RMV8,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas;s_Pseudomonas fluorescens,990,2,0.0.0.0,2.0202020202020203
gi|498503065|ref|NZ_KB822571.1|:c2851331-2850342|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6AQ67|UniRef50_K5ZRP9,unclassified,990,2,0.0.0.0,2.0202020202020203
gi|483984615|ref|NZ_KB892649.1|:139916-140905|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037E6EA4|UniRef50_R7B3T4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,990,2,0.0.0.0,2.0202020202020203
gi|483984545|ref|NZ_KB892640.1|:c95138-94644|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5LZV4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,495,1,0.0.0.0,2.0202020202020203
gi|486168723|ref|NZ_APZV01000190.1|:24578-25072|562|g__Escherichia.s__Escherichia_coli|UniRef90_N2D5B1|UniRef50_T7Q4T4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,495,1,0.0.0.0,2.0202020202020203
gi|498503065|ref|NZ_KB822571.1|:c678335-676851|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z470|UniRef50_A6L890,unclassified,1485,3,1.7.2.2,2.02020202020202
gi|555546126|ref|NZ_KI530573.1|:c332402-330918|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RMS1|UniRef50_P65168,unclassified,1485,3,1.1.1.205,2.02020202020202
gi|490136654|ref|NZ_KB822566.1|:654343-655827|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZCK2|UniRef50_Q1GB50,unclassified,1485,3,0.0.0.0,2.02020202020202
gi|498503065|ref|NZ_KB822571.1|:c684724-683240|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YSW7|UniRef50_R6X4T3,unclassified,1485,3,0.0.0.0,2.02020202020202
gi|522837953|ref|NZ_KE159519.1|:c350547-349063|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z259|UniRef50_R6W503,unclassified,1485,3,0.0.0.0,2.02020202020202
gi|490138457|ref|NZ_KB822569.1|:c144955-142973|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZES7|UniRef50_Q7MW52,unclassified,1983,4,3.1.3.11,2.0171457387796266
gi|490138742|ref|NZ_KB822570.1|:c7402-5915|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z167|UniRef50_N1Z167,unclassified,1488,3,2.1.1.107,2.0161290322580645
gi|522837953|ref|NZ_KE159519.1|:c865439-863952|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YN09|UniRef50_K5YN09,unclassified,1488,3,0.0.0.0,2.0161290322580645
gi|486044607|ref|NZ_APZK01000164.1|:c15909-15414|562|g__Escherichia.s__Escherichia_coli|UniRef90_P0A9P7|UniRef50_P0A9P7,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,496,1,0.0.0.0,2.0161290322580645
gi|498503065|ref|NZ_KB822571.1|:4846986-4847978|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z7E9|UniRef50_R5J471,root,993,2,0.0.0.0,2.014098690835851
gi|498503065|ref|NZ_KB822571.1|:2570955-2571947|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LG11|UniRef50_Q7W4T6,unclassified,993,2,3.6.4.12,2.014098690835851
gi|418267720|ref|NZ_AGRD01000066.1|:25513-26505|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0AFM3|UniRef50_P0AFM3,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,993,2,0.0.0.0,2.014098690835851
gi|545236753|ref|NZ_KE700388.1|:595917-596909|562|g__Escherichia.s__Escherichia_coli|UniRef90_P37749|UniRef50_P37749,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,993,2,0.0.0.0,2.014098690835851
gi|490134789|ref|NZ_KB822565.1|:85879-86871|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZFF5|UniRef50_N1ZEE8,unclassified,993,2,0.0.0.0,2.014098690835851
gi|82775382|ref|NC_007606.1|:c3739439-3738447|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_A7ZTV5|UniRef50_A6TG48,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,993,2,6.3.1.1,2.014098690835851
gi|410101290|ref|NZ_JH976476.1|:402186-404669|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,2484,5,0.0.0.0,2.0128824476650564
gi|555546126|ref|NZ_KI530573.1|:c614056-612566|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2Q1S0|UniRef50_V2Q1S0,unclassified,1491,3,0.0.0.0,2.0120724346076457
gi|490137351|ref|NZ_KB822567.1|:221990-223480|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z3R4|UniRef50_R5AI06,unclassified,1491,3,0.0.0.0,2.0120724346076457
gi|420354187|ref|NZ_AKNB01000268.1|:63433-63930|621|g__Shigella.s__Shigella_boydii|UniRef90_P0A6G4|UniRef50_P0A6G4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,498,1,0.0.0.0,2.0080321285140563
gi|498503065|ref|NZ_KB822571.1|:c6357641-6357144|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YTT8|UniRef50_K5YTT8,unclassified,498,1,0.0.0.0,2.0080321285140563
gi|522837953|ref|NZ_KE159519.1|:1017368-1019359|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,unclassified,1992,4,0.0.0.0,2.0080321285140563
gi|424517306|ref|NZ_JH695405.1|:1917-2414|562|g__Escherichia.s__Escherichia_coli|UniRef90_P39264|UniRef50_P39264,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,498,1,0.0.0.0,2.0080321285140563
gi|522837947|ref|NZ_KE159513.1|:2106062-2107057|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D3M1|UniRef50_T2N9I9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,996,2,0.0.0.0,2.0080321285140563
gi|377520096|ref|NC_016822.1|:4018760-4019257|624|g__Shigella.s__Shigella_sonnei|UniRef90_P31443|UniRef50_P31443,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,498,1,0.0.0.0,2.0080321285140563
gi|410101289|ref|NZ_JH976475.1|:c322936-321941|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WSG7|UniRef50_R6E1L9,unclassified,996,2,1.1.1.94,2.0080321285140563
gi|490136654|ref|NZ_KB822566.1|:482875-484368|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZJP9|UniRef50_A6L2R5,unclassified,1494,3,5.3.1.4,2.0080321285140563
gi|410101286|ref|NZ_JH976472.1|:976554-977549|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZX3|UniRef50_Q7UQD2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,996,2,0.0.0.0,2.0080321285140563
gi|410101286|ref|NZ_JH976472.1|:976554-977549|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZX3|UniRef50_Q7UQD2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,996,2,0.0.0.0,2.0080321285140563
