GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|359796355|ref|NZ_AGUF01000026.1|:22619-23782|1147684|g__Achromobacter.s__Achromobacter_arsenitoxydans|UniRef90_R4XPD9|UniRef50_Q5P917,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methylobacteriaceae;g_Methylobacterium,1164,1,0.0.0.0,0.859106529209622
gi|410101286|ref|NZ_JH976472.1|:c530775-529480|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_UPI00035DA196,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Niabella;s_Niabella ginsenosidivorans,1296,1,3.6.4.13,0.7716049382716049
gi|522837953|ref|NZ_KE159519.1|:c1640836-1639541|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2B5L7|UniRef50_R6C3M7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella enoeca,1296,1,0.0.0.0,0.7716049382716049
gi|410101285|ref|NZ_JH976471.1|:c38271-36985|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WZJ2|UniRef50_B2GAM0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1287,5,4.2.1.11,3.885003885003885
gi|522837955|ref|NZ_KE159521.1|:c173195-171951|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A7AI14|UniRef50_K4IJM2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1245,3,0.0.0.0,2.4096385542168672
gi|522837955|ref|NZ_KE159521.1|:c173195-171951|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A7AI14|UniRef50_K4IJM2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Odoribacteraceae;g_Odoribacter;s_Odoribacter splanchnicus,1245,2,0.0.0.0,1.6064257028112447
gi|410101286|ref|NZ_JH976472.1|:123724-124971|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1B7|UniRef50_R7PBD0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,1248,1,0.0.0.0,0.8012820512820513
gi|522837956|ref|NZ_KE159522.1|:148514-149761|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A9Z7|UniRef50_A6LFF3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1248,1,0.0.0.0,0.8012820512820513
gi|522837953|ref|NZ_KE159519.1|:1435066-1436313|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q650E3|UniRef50_R5S3H1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1248,1,0.0.0.0,0.8012820512820513
gi|522837947|ref|NZ_KE159513.1|:c1713217-1711979|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VJE1|UniRef50_Q64WK8,root;k_Bacteria,1239,1,0.0.0.0,0.8071025020177562
gi|522837947|ref|NZ_KE159513.1|:c1713217-1711979|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D4VJE1|UniRef50_Q64WK8,root,1239,2,0.0.0.0,1.6142050040355125
gi|522837947|ref|NZ_KE159513.1|:c1155264-1154029|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YC20|UniRef50_R6WTE2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1236,2,0.0.0.0,1.6181229773462784
gi|522837947|ref|NZ_KE159513.1|:2246618-2247859|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BIQ3|UniRef50_F9Z2W4,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Wenyingzhuangia;s_Wenyingzhuangia fucanilytica,1242,1,0.0.0.0,0.8051529790660226
gi|522837947|ref|NZ_KE159513.1|:c2094127-2092886|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_D6D2Y2|UniRef50_Q64WK8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1242,2,0.0.0.0,1.6103059581320451
gi|522837947|ref|NZ_KE159513.1|:c1668010-1666751|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AM59|UniRef50_Q9ZH99,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1260,2,1.1.1.42,1.5873015873015872
gi|522837947|ref|NZ_KE159513.1|:c1668010-1666751|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AM59|UniRef50_Q9ZH99,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_;g_;s_[Polyangium] brachysporum,1260,1,1.1.1.42,0.7936507936507936
gi|522837953|ref|NZ_KE159519.1|:c1390225-1388960|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X0H1|UniRef50_F4KKY8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1266,1,0.0.0.0,0.7898894154818326
gi|423342194|ref|NZ_JH976466.1|:1131076-1131900|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,825,10,0.0.0.0,12.121212121212121
gi|423342194|ref|NZ_JH976466.1|:1132240-1132650|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A6LEI6|UniRef50_A6GZ94,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,411,2,0.0.0.0,4.866180048661801
gi|224580374|ref|NZ_DS996521.1|:c819-127|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_B7BHJ2|UniRef50_B7BHJ2,root,693,1,0.0.0.0,1.443001443001443
gi|224580300|ref|NZ_DS996447.1|:31590-31799|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_B7B8P0|UniRef50_R6JAR5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,210,1,0.0.0.0,4.761904761904762
gi|423342194|ref|NZ_JH976466.1|:937698-937883|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_N2B5J6|UniRef50_U6R926,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,186,3,0.0.0.0,16.129032258064516
gi|224580298|ref|NZ_DS996445.1|:61866-62144|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A7AAS6|UniRef50_A7AAS6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,279,15,0.0.0.0,53.76344086021505
gi|423342194|ref|NZ_JH976466.1|:c952468-952175|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_unknown|UniRef50_R6HYD5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,294,1,0.0.0.0,3.4013605442176873
gi|224580306|ref|NZ_DS996453.1|:266968-267969|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_Q59199|UniRef50_P22513,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1002,1,1.2.1.12,0.998003992015968
gi|423342194|ref|NZ_JH976466.1|:940743-941756|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_D6D372|UniRef50_T2N9I9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1014,1,0.0.0.0,0.9861932938856016
gi|423342194|ref|NZ_JH976466.1|:940743-941756|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_D6D372|UniRef50_T2N9I9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1014,1,0.0.0.0,0.9861932938856016
gi|423342194|ref|NZ_JH976466.1|:931654-932586|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_A0A016MBZ9|UniRef50_R6HK33,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,933,1,0.0.0.0,1.0718113612004287
gi|224580305|ref|NZ_DS996452.1|:c93025-91685|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_R6X4I3|UniRef50_R5VG84,root;k_Bacteria;p_Bacteroidetes,1341,2,0.0.0.0,1.4914243102162565
gi|224580305|ref|NZ_DS996452.1|:c93025-91685|387661|g__Parabacteroides.s__Parabacteroides_johnsonii|UniRef90_R6X4I3|UniRef50_R5VG84,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1341,1,0.0.0.0,0.7457121551081283
gi|423725329|ref|NZ_JH976530.1|:c102083-101259|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,825,7,0.0.0.0,8.484848484848484
gi|423725329|ref|NZ_JH976530.1|:c102083-101259|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,825,2,0.0.0.0,2.4242424242424243
gi|423346890|ref|NZ_JH976454.1|:79277-79723|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEH2|UniRef50_B3EUK4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,447,1,0.0.0.0,2.237136465324385
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,267,424,0.0.0.0,1588.0149812734082
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria,267,34,0.0.0.0,127.34082397003745
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root,267,2,0.0.0.0,7.49063670411985
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes,267,1,0.0.0.0,3.745318352059925
gi|223667726|ref|NZ_DS264546.1|:413308-413574|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_UPI000156FA79|UniRef50_G7SQ06,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,267,1,0.0.0.0,3.745318352059925
gi|223667656|ref|NZ_DS264476.1|:78221-78610|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEG7|UniRef50_Q01WB8,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,390,2,0.0.0.0,5.128205128205128
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,150,55,0.0.0.0,366.6666666666667
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Marinilabiliaceae;g_Anaerophaga;s_uncultured Anaerophaga sp.,150,43,0.0.0.0,286.6666666666667
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_Bacteria,150,51,0.0.0.0,340.0
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root,150,7,0.0.0.0,46.66666666666667
gi|223667651|ref|NZ_DS264471.1|:c3968-3819|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP9|UniRef50_A5ZBN0,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,150,1,0.0.0.0,6.666666666666667
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria,120,1,0.0.0.0,8.333333333333334
gi|223667651|ref|NZ_DS264471.1|:c2478-2359|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP7|UniRef50_A7AJP7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,120,1,0.0.0.0,8.333333333333334
gi|223667707|ref|NZ_DS264527.1|:180914-181396|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ADI0|UniRef50_A7ADI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,483,1,0.0.0.0,2.070393374741201
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root,165,39,0.0.0.0,236.36363636363635
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria,165,6,0.0.0.0,36.36363636363636
gi|223667651|ref|NZ_DS264471.1|:3555-3719|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AJP8|UniRef50_A7AJP8,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,165,8,0.0.0.0,48.484848484848484
gi|223667641|ref|NZ_DS264461.1|:c15110-14925|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7A9L1|UniRef50_A7A9L1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae,186,1,0.0.0.0,5.376344086021505
gi|423721761|ref|NZ_JH976524.1|:c198-1|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_K6B5C7|UniRef50_K6B5C7,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,198,683,0.0.0.0,3449.494949494949
gi|423721761|ref|NZ_JH976524.1|:c198-1|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_K6B5C7|UniRef50_K6B5C7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Marinilabiliales;f_Prolixibacteraceae;g_Draconibacterium;s_Draconibacterium orientale,198,1,0.0.0.0,5.05050505050505
gi|423721761|ref|NZ_JH976524.1|:c198-1|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_K6B5C7|UniRef50_K6B5C7,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,198,1,0.0.0.0,5.05050505050505
gi|223667651|ref|NZ_DS264471.1|:c1220-1113|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ACD2|UniRef50_G6AJF3,root;k_Bacteria,108,1,0.0.0.0,9.25925925925926
gi|223667674|ref|NZ_DS264494.1|:c107774-107640|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AB70|UniRef50_A7AB70,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,135,1,0.0.0.0,7.4074074074074066
gi|223667707|ref|NZ_DS264527.1|:c181375-181100|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7ADI0|UniRef50_A7ADI0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,276,5,0.0.0.0,18.115942028985504
gi|223667672|ref|NZ_DS264492.1|:c126085-125807|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A7AAS6|UniRef50_A7AAS6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,279,8,0.0.0.0,28.673835125448026
gi|423725329|ref|NZ_JH976530.1|:c94717-93377|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_R6X4I3|UniRef50_R5VG84,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Croceibacter;s_Croceibacter atlanticus,1341,1,0.0.0.0,0.7457121551081283
gi|423725329|ref|NZ_JH976530.1|:c94717-93377|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_R6X4I3|UniRef50_R5VG84,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1341,1,0.0.0.0,0.7457121551081283
gi|423725329|ref|NZ_JH976530.1|:c94717-93377|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_R6X4I3|UniRef50_R5VG84,root;k_Bacteria;p_Bacteroidetes,1341,1,0.0.0.0,0.7457121551081283
gi|301311805|ref|NZ_GG775004.1|:c126250-121955|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_unknown|UniRef50_R6VIN5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,4296,1,2.7.7.6,0.23277467411545621
gi|301311621|ref|NZ_GG775000.1|:9524-10759|469591|g__Parabacteroides.s__Parabacteroides_sp_20_3|UniRef90_Q650C5|UniRef50_A6L6L6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1236,1,0.0.0.0,0.8090614886731392
gi|498503065|ref|NZ_KB822571.1|:5070152-5071270|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AR07|UniRef50_D0TBT7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1119,1,0.0.0.0,0.8936550491510277
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1659,9,0.0.0.0,5.424954792043399
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1659,4,0.0.0.0,2.4110910186859553
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1659,9,0.0.0.0,5.424954792043399
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides xylanisolvens,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:2685216-2686874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,1659,1,0.0.0.0,0.6027727546714888
gi|498503065|ref|NZ_KB822571.1|:4039463-4040416|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z513|UniRef50_B3JM93,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,954,1,0.0.0.0,1.0482180293501049
gi|498503065|ref|NZ_KB822571.1|:3252382-3254205|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1824,28,0.0.0.0,15.350877192982455
gi|498503065|ref|NZ_KB822571.1|:3252382-3254205|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1824,1,0.0.0.0,0.5482456140350876
gi|498503065|ref|NZ_KB822571.1|:6313168-6313920|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AX90|UniRef50_F9ZBJ5,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,753,2,0.0.0.0,2.6560424966799467
gi|498503065|ref|NZ_KB822571.1|:3486219-3487874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,8,0.0.0.0,4.830917874396135
gi|498503065|ref|NZ_KB822571.1|:c935337-933781|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2ARM6|UniRef50_F4C9S1,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1557,5,0.0.0.0,3.2113037893384715
gi|498503065|ref|NZ_KB822571.1|:c928356-926824|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BB15|UniRef50_N2BB15,root;k_Bacteria;p_Chlorobi;c_Chlorobia;o_Chlorobiales;f_Chlorobiaceae;g_Chlorobium,1533,40,0.0.0.0,26.092628832354862
gi|498503065|ref|NZ_KB822571.1|:c928356-926824|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BB15|UniRef50_N2BB15,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium;s_Novosphingobium sp. PP1Y,1533,16,0.0.0.0,10.437051532941945
gi|498503065|ref|NZ_KB822571.1|:1258361-1259035|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z3I9|UniRef50_R5IHP3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,675,1,0.0.0.0,1.4814814814814814
gi|498503065|ref|NZ_KB822571.1|:c5419806-5419141|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZL03|UniRef50_P09213,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,666,1,1.15.1.1,1.5015015015015014
gi|498503065|ref|NZ_KB822571.1|:c5419806-5419141|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZL03|UniRef50_P09213,root;k_Bacteria,666,1,1.15.1.1,1.5015015015015014
gi|498503065|ref|NZ_KB822571.1|:c1306007-1305339|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y9M8|UniRef50_Q7MX09,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Herbinix;s_Herbinix luporum,669,3,3.4.21.92,4.484304932735426
gi|498503065|ref|NZ_KB822571.1|:c1306007-1305339|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y9M8|UniRef50_Q7MX09,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Shewanellaceae;g_Shewanella;s_Shewanella sp. ANA-3,669,2,3.4.21.92,2.9895366218236172
gi|498503065|ref|NZ_KB822571.1|:c1306007-1305339|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6Y9M8|UniRef50_Q7MX09,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Maribacter;s_Maribacter sp. MAR_2009_60,669,1,3.4.21.92,1.4947683109118086
gi|498503065|ref|NZ_KB822571.1|:c3418055-3417387|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YIX6|UniRef50_R6KK61,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Shewanellaceae;g_Shewanella;s_Shewanella pealeana,669,1,0.0.0.0,1.4947683109118086
gi|498503065|ref|NZ_KB822571.1|:1944169-1944837|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A6X8|UniRef50_R7NYP7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales,669,1,0.0.0.0,1.4947683109118086
