GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|262409781|ref|NZ_GG705192.1|:689-976|469588|g__Bacteroides.s__Bacteroides_sp_2_1_22|UniRef90_A5ZLI2|UniRef50_A5ZLI2,unclassified,288,19034,0.0.0.0,66090.27777777778
gi|498503065|ref|NZ_KB822571.1|:5891606-5892409|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZHM5|UniRef50_R6IPP6,unclassified,804,1,0.0.0.0,1.243781094527363
gi|522837954|ref|NZ_KE159520.1|:c1095041-1094238|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZTX4|UniRef50_A6L1N4,unclassified,804,1,2.1.1.182,1.243781094527363
gi|483984517|ref|NZ_KB892637.1|:c555828-554221|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037BF1A5|UniRef50_R5AWI1,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1608,2,0.0.0.0,1.243781094527363
gi|498503065|ref|NZ_KB822571.1|:2779062-2780669|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_Q5L7N5|UniRef50_Q8D1X9,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1608,2,4.1.1.49,1.243781094527363
gi|522837947|ref|NZ_KE159513.1|:2188102-2188905|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DEL5|UniRef50_A0LK05,unclassified,804,1,2.5.1.55,1.243781094527363
gi|498503065|ref|NZ_KB822571.1|:1807296-1808099|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZTX4|UniRef50_A6L1N4,unclassified,804,1,2.1.1.182,1.243781094527363
gi|522837947|ref|NZ_KE159513.1|:1120749-1121552|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHM5|UniRef50_R6IPP6,unclassified,804,1,0.0.0.0,1.243781094527363
gi|522837958|ref|NZ_KE159524.1|:c93742-92939|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YRY8|UniRef50_R7JH82,unclassified,804,1,1.5.1.2,1.243781094527363
gi|490136654|ref|NZ_KB822566.1|:81987-83594|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMU1|UniRef50_N1ZMU1,unclassified,1608,2,0.0.0.0,1.243781094527363
gi|224514844|ref|NZ_DS483503.1|:c88817-88014|853|g__Faecalibacterium.s__Faecalibacterium_prausnitzii|UniRef90_A8S6F2|UniRef50_A8S7Q9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Alicyclobacillaceae;g_Alicyclobacillus;s_Alicyclobacillus sp. Z16,804,1,0.0.0.0,1.243781094527363
gi|498503065|ref|NZ_KB822571.1|:87245-88048|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R5DEL5|UniRef50_A0LK05,unclassified,804,1,2.5.1.55,1.243781094527363
gi|522837954|ref|NZ_KE159520.1|:c123575-121968|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q5L7N5|UniRef50_Q8D1X9,unclassified,1608,2,4.1.1.49,1.243781094527363
gi|224514844|ref|NZ_DS483503.1|:c88817-88014|853|g__Faecalibacterium.s__Faecalibacterium_prausnitzii|UniRef90_A8S6F2|UniRef50_A8S7Q9,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Myroides;s_Myroides sp. Amph-upper,804,1,0.0.0.0,1.243781094527363
gi|522837956|ref|NZ_KE159522.1|:c226014-222796|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NTP3,unclassified,3219,4,0.0.0.0,1.2426219322771048
gi|498503065|ref|NZ_KB822571.1|:c2650062-2648452|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZPL9|UniRef50_R6X3G3,unclassified,1611,2,0.0.0.0,1.2414649286157666
gi|555546126|ref|NZ_KI530573.1|:413748-414554|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RN01|UniRef50_E4TJH4,unclassified,807,1,0.0.0.0,1.2391573729863692
gi|483984581|ref|NZ_KB892645.1|:16822-17628|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003722EC0|UniRef50_R5DCD2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,807,1,0.0.0.0,1.2391573729863692
gi|483984562|ref|NZ_KB892642.1|:c29344-28538|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003811D67|UniRef50_D1BYA7,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,807,1,0.0.0.0,1.2391573729863692
gi|498503065|ref|NZ_KB822571.1|:c2177503-2176697|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B1N4|UniRef50_R6X9P8,unclassified,807,1,0.0.0.0,1.2391573729863692
gi|498503065|ref|NZ_KB822571.1|:c1960176-1959370|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUC8|UniRef50_G8UMG2,unclassified,807,1,0.0.0.0,1.2391573729863692
gi|555549731|ref|NZ_KI530584.1|:271447-272253|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QFT8|UniRef50_V2QD96,unclassified,807,1,0.0.0.0,1.2391573729863692
gi|498503065|ref|NZ_KB822571.1|:1008699-1009508|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A0A015PEW1,unclassified,810,1,0.0.0.0,1.2345679012345678
gi|555546126|ref|NZ_KI530573.1|:c719394-718585|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QD77|UniRef50_D7CNS1,unclassified,810,1,0.0.0.0,1.2345679012345678
gi|410101286|ref|NZ_JH976472.1|:1043041-1043850|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A0A015PEW1,unclassified,810,1,0.0.0.0,1.2345679012345678
gi|498503065|ref|NZ_KB822571.1|:1256925-1257734|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6ACQ2|UniRef50_R7F4C7,unclassified,810,1,0.0.0.0,1.2345679012345678
gi|490152588|ref|NZ_KB822409.1|:c15124-14315|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZJN0|UniRef50_S5NMW9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus beveridgei,810,1,0.0.0.0,1.2345679012345678
gi|555552016|ref|NZ_KI530588.1|:c172538-171729|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2PY43|UniRef50_V2PY43,unclassified,810,1,0.0.0.0,1.2345679012345678
gi|498503065|ref|NZ_KB822571.1|:c6455924-6455115|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZZP4|UniRef50_R5K7N1,unclassified,810,1,0.0.0.0,1.2345679012345678
gi|498503065|ref|NZ_KB822571.1|:3464759-3465568|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R9HXH6|UniRef50_C6IQ87,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,810,1,0.0.0.0,1.2345679012345678
gi|422803361|ref|NZ_GL872052.1|:c74234-73422|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q8X8L4|UniRef50_P56262,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,813,1,3.1.1.45,1.2300123001230012
gi|410101286|ref|NZ_JH976472.1|:944451-945263|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A087|UniRef50_R6HMM9,unclassified,813,1,0.0.0.0,1.2300123001230012
gi|545257821|ref|NZ_KE701450.1|:c213472-212660|562|g__Escherichia.s__Escherichia_coli|UniRef90_Q8X8L4|UniRef50_P56262,root;k_Bacteria,813,1,3.1.1.45,1.2300123001230012
gi|498503065|ref|NZ_KB822571.1|:391128-391940|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6APG0|UniRef50_R5C7S7,unclassified,813,1,4.1.1.48,1.2300123001230012
gi|498503065|ref|NZ_KB822571.1|:5276553-5277365|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6XAC6|UniRef50_R5W5H2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,813,1,0.0.0.0,1.2300123001230012
gi|522837947|ref|NZ_KE159513.1|:369511-370323|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XAC6|UniRef50_R5W5H2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,813,1,0.0.0.0,1.2300123001230012
gi|498503065|ref|NZ_KB822571.1|:5276553-5277365|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6XAC6|UniRef50_R5W5H2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,813,1,0.0.0.0,1.2300123001230012
gi|522837958|ref|NZ_KE159524.1|:c12064-11252|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WUE4|UniRef50_W8EZB9,unclassified,813,1,0.0.0.0,1.2300123001230012
gi|522837953|ref|NZ_KE159519.1|:c1293555-1292743|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LHV2|UniRef50_Q7MB61,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio sp. HB0308-1A5,813,1,3.5.99.6,1.2300123001230012
gi|498503065|ref|NZ_KB822571.1|:3623094-3623906|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LHV2|UniRef50_Q7MB61,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,813,1,3.5.99.6,1.2300123001230012
gi|335051930|ref|NZ_AFIK01000069.1|:c3605-2793|936047|g__Propionibacterium.s__Propionibacterium_sp_409_HC1|UniRef90_M9VPN5|UniRef50_G0DWZ2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,813,1,0.0.0.0,1.2300123001230012
gi|410101290|ref|NZ_JH976476.1|:287545-288357|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZBL0|UniRef50_B6YS11,unclassified,813,1,5.1.1.7,1.2300123001230012
gi|498503065|ref|NZ_KB822571.1|:3623094-3623906|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LHV2|UniRef50_Q7MB61,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Vibrionales;f_Vibrionaceae;g_Vibrio;s_Vibrio sp. HB0308-1A5,813,1,3.5.99.6,1.2300123001230012
gi|410101285|ref|NZ_JH976471.1|:887569-888384|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6T5|UniRef50_K6A6T5,unclassified,816,1,0.0.0.0,1.2254901960784315
gi|490148212|ref|NZ_KB822402.1|:363861-364676|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N2A1G9|UniRef50_Q03SD6,unclassified,816,1,2.7.11.32,1.2254901960784315
gi|498503065|ref|NZ_KB822571.1|:c688365-687550|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z4W2|UniRef50_A2CAD2,unclassified,816,1,0.0.0.0,1.2254901960784315
gi|555549731|ref|NZ_KI530584.1|:c22485-21670|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QB68|UniRef50_V2QB68,unclassified,816,1,0.0.0.0,1.2254901960784315
gi|223958645|ref|NZ_DS999647.1|:c442079-441264|67294|g__Streptomyces.s__Streptomyces_filamentosus|UniRef90_UPI0001AF2BFD|UniRef50_H1QE22,unclassified,816,1,0.0.0.0,1.2254901960784315
gi|498503065|ref|NZ_KB822571.1|:c2470985-2469354|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A3W0|UniRef50_R7NRZ4,unclassified,1632,2,0.0.0.0,1.2254901960784315
gi|555546126|ref|NZ_KI530573.1|:c423153-419068|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QEV4|UniRef50_V2QEV4,unclassified,4086,5,2.7.7.6,1.2236906510034262
gi|490134789|ref|NZ_KB822565.1|:c576029-574395|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZHD8|UniRef50_Q035Y9,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Oceanobacillus;s_Oceanobacillus iheyensis,1635,2,0.0.0.0,1.2232415902140672
gi|490136654|ref|NZ_KB822566.1|:421225-423678|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_unknown|UniRef50_R5CAJ8,unclassified,2454,3,2.4.1.1,1.2224938875305622
gi|490134789|ref|NZ_KB822565.1|:c521912-519459|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZMH3|UniRef50_E0S1E0,unclassified,2454,3,0.0.0.0,1.2224938875305622
gi|522837955|ref|NZ_KE159521.1|:c331616-330798|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZCV1|UniRef50_A6LC30,unclassified,819,1,5.2.1.8,1.221001221001221
gi|342211239|ref|NZ_AFUK01000001.1|:544092-544910|1005703|g__Propionibacterium.s__Propionibacterium_sp_CC003_HC2|UniRef90_M9VH62|UniRef50_M9VH62,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,819,1,0.0.0.0,1.221001221001221
gi|483985125|ref|NZ_KB892702.1|:94402-95220|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003611EE4|UniRef50_R5HVD3,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,819,1,0.0.0.0,1.221001221001221
gi|498503065|ref|NZ_KB822571.1|:1566436-1568073|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B9E3|UniRef50_R5S502,unclassified,1638,2,0.0.0.0,1.221001221001221
gi|410101286|ref|NZ_JH976472.1|:c532930-532112|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ALN5|UniRef50_Q8AAY5,unclassified,819,1,0.0.0.0,1.221001221001221
gi|522837953|ref|NZ_KE159519.1|:c828492-826852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LIG0|UniRef50_A1WZJ2,unclassified,1641,2,0.0.0.0,1.218769043266301
gi|498503065|ref|NZ_KB822571.1|:2823163-2824803|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YUF0|UniRef50_P14407,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1641,2,4.2.1.2,1.218769043266301
gi|555546126|ref|NZ_KI530573.1|:683058-684698|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QHF0|UniRef50_A1WZJ2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Alteromonadales;f_Moritellaceae;g_Moritella;s_Moritella viscosa,1641,2,0.0.0.0,1.218769043266301
gi|335230026|ref|NZ_GL573154.1|:c279908-279087|1605|g__Lactobacillus.s__Lactobacillus_animalis|UniRef90_UPI0002194033|UniRef50_UPI0002194033,unclassified,822,1,0.0.0.0,1.2165450121654502
gi|483984795|ref|NZ_KB892670.1|:3044-4687|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003740D2C|UniRef50_UPI0003740D2C,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1644,2,0.0.0.0,1.2165450121654502
gi|410101287|ref|NZ_JH976473.1|:c1167155-1165512|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YG52|UniRef50_R6ZK47,unclassified,1644,2,0.0.0.0,1.2165450121654502
gi|498503065|ref|NZ_KB822571.1|:c4301447-4300626|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZHB8|UniRef50_G8UN41,unclassified,822,1,0.0.0.0,1.2165450121654502
gi|498503065|ref|NZ_KB822571.1|:c4301447-4300626|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZHB8|UniRef50_G8UN41,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Chryseobacterium;s_Chryseobacterium sp. IHB B 17019,822,1,0.0.0.0,1.2165450121654502
gi|498503065|ref|NZ_KB822571.1|:2972528-2974171|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YG52|UniRef50_R6ZK47,unclassified,1644,2,0.0.0.0,1.2165450121654502
gi|490151422|ref|NZ_KB822406.1|:c266309-265488|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZIB4|UniRef50_Q9TM10,unclassified,822,1,0.0.0.0,1.2165450121654502
gi|490138457|ref|NZ_KB822569.1|:23146-23967|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZB21|UniRef50_N1ZB21,unclassified,822,1,0.0.0.0,1.2165450121654502
gi|522837947|ref|NZ_KE159513.1|:637538-640006|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A9H1|UniRef50_A6LBH0,unclassified,2469,3,0.0.0.0,1.2150668286755772
gi|498503065|ref|NZ_KB822571.1|:c194478-190363|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A1Z5|UniRef50_R5M1P3,unclassified,4116,5,2.7.13.3,1.2147716229348884
gi|490137911|ref|NZ_KB822568.1|:c43896-41425|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZB44|UniRef50_N1ZB44,unclassified,2472,3,0.0.0.0,1.2135922330097086
gi|498503065|ref|NZ_KB822571.1|:6344060-6346531|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,2472,3,0.0.0.0,1.2135922330097086
gi|498503065|ref|NZ_KB822571.1|:c3545139-3541843|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,3297,4,0.0.0.0,1.213224143160449
gi|555549731|ref|NZ_KI530584.1|:367717-368541|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QFB3|UniRef50_V2QFB3,unclassified,825,1,0.0.0.0,1.2121212121212122
gi|410101288|ref|NZ_JH976474.1|:c678765-677941|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z676|UniRef50_R6C5B4,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Leisingera;s_Leisingera methylohalidivorans,825,1,0.0.0.0,1.2121212121212122
gi|522837947|ref|NZ_KE159513.1|:1331017-1331841|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6X8V2|UniRef50_C7NRE5,unclassified,825,1,4.1.3.36,1.2121212121212122
gi|483911622|ref|NZ_KB890508.1|:116383-117207|1040988|g__Mesorhizobium.s__Mesorhizobium_sp_WSM4349|UniRef90_G7D7S4|UniRef50_C5ASM5,unclassified,825,1,0.0.0.0,1.2121212121212122
gi|410101285|ref|NZ_JH976471.1|:c57731-56907|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI8|UniRef50_B1ZNE5,unclassified,825,1,0.0.0.0,1.2121212121212122
gi|522837956|ref|NZ_KE159522.1|:c309367-308543|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZNZ8|UniRef50_R5DPX4,unclassified,825,1,0.0.0.0,1.2121212121212122
gi|423725329|ref|NZ_JH976530.1|:c102083-101259|46503|g__Parabacteroides.s__Parabacteroides_merdae|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,825,1,0.0.0.0,1.2121212121212122
gi|490152835|ref|NZ_KB822410.1|:8702-9526|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_N1ZFS8|UniRef50_N1ZFS8,unclassified,825,1,0.0.0.0,1.2121212121212122
gi|498503065|ref|NZ_KB822571.1|:c1275622-1274798|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Paenibacillaceae;g_Paenibacillus;s_Paenibacillus swuensis,825,1,0.0.0.0,1.2121212121212122
gi|498503065|ref|NZ_KB822571.1|:6099956-6100780|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6X8V2|UniRef50_C7NRE5,unclassified,825,1,4.1.3.36,1.2121212121212122
gi|498503065|ref|NZ_KB822571.1|:c1275622-1274798|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Leadbetterella;s_Leadbetterella byssophila,825,1,0.0.0.0,1.2121212121212122
gi|498503065|ref|NZ_KB822571.1|:c1275622-1274798|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_A6LEI8|UniRef50_B1ZNE5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,825,1,0.0.0.0,1.2121212121212122
gi|483984660|ref|NZ_KB892654.1|:16890-17714|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037ADD4C|UniRef50_R6NR87,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,825,1,0.0.0.0,1.2121212121212122
gi|498503065|ref|NZ_KB822571.1|:6728521-6731820|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_A6LD08,unclassified,3300,4,0.0.0.0,1.2121212121212122
gi|483984615|ref|NZ_KB892649.1|:c266552-265728|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00036A0B08|UniRef50_R6VQT4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,825,1,0.0.0.0,1.2121212121212122
gi|498503065|ref|NZ_KB822571.1|:c5803638-5802814|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZHU5|UniRef50_R6ITD9,unclassified,825,1,0.0.0.0,1.2121212121212122
gi|420354279|ref|NZ_AKNB01000269.1|:c17419-16592|621|g__Shigella.s__Shigella_boydii|UniRef90_Q8XBT6|UniRef50_Q4DJ07,unclassified,828,1,0.0.0.0,1.2077294685990339
gi|490136654|ref|NZ_KB822566.1|:766750-767577|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z771|UniRef50_N1Z771,unclassified,828,1,0.0.0.0,1.2077294685990339
gi|498503065|ref|NZ_KB822571.1|:3486219-3487874|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_D4VKI7|UniRef50_R6D207,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1656,2,0.0.0.0,1.2077294685990339
gi|512436201|ref|NZ_KE159489.1|:26018-27673|820|g__Bacteroides.s__Bacteroides_uniformis|UniRef90_D4VKI7|UniRef50_R6D207,unclassified,1656,2,0.0.0.0,1.2077294685990339
gi|555549731|ref|NZ_KI530584.1|:c305010-303355|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2PZK3|UniRef50_V2PZK3,unclassified,1656,2,0.0.0.0,1.2077294685990339
gi|522837959|ref|NZ_KE159525.1|:c8257-7430|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A9T1|UniRef50_R6ILC3,unclassified,828,1,0.0.0.0,1.2077294685990339
gi|512436187|ref|NZ_KE159475.1|:142665-144320|821|g__Bacteroides.s__Bacteroides_vulgatus|UniRef90_D4VKI7|UniRef50_R6D207,unclassified,1656,2,0.0.0.0,1.2077294685990339
gi|483984517|ref|NZ_KB892637.1|:c330123-329296|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI0003682937|UniRef50_D4MVE5,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,828,1,0.0.0.0,1.2077294685990339
gi|498503065|ref|NZ_KB822571.1|:4741793-4742620|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZUN3|UniRef50_R7J856,unclassified,828,1,0.0.0.0,1.2077294685990339
gi|555546126|ref|NZ_KI530573.1|:878165-878993|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RKX5|UniRef50_V2RKX5,unclassified,829,1,0.0.0.0,1.2062726176115803
gi|522837955|ref|NZ_KE159521.1|:198085-199743|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_Q8A6A5|UniRef50_R5MRY4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1659,2,0.0.0.0,1.2055455093429777
gi|522837954|ref|NZ_KE159520.1|:c322418-319098|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZPH1|UniRef50_K5ZPH1,unclassified,3321,4,0.0.0.0,1.2044564890093346
gi|483984803|ref|NZ_KB892671.1|:c138717-137056|33035|g__Blautia.s__Blautia_producta|UniRef90_UPI00037BFBB9|UniRef50_R5C1Z2,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1662,2,0.0.0.0,1.203369434416366
gi|490137351|ref|NZ_KB822567.1|:c163420-162590|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZD24|UniRef50_R5BVQ6,unclassified,831,1,2.1.1.45,1.203369434416366
