GeneID,Taxonomy,Length,Reads,EC#
gi|422320815|ref|NZ_GL636045.1|:c59016-58090|85698|g__Achromobacter.s__Achromobacter_xylosoxidans|UniRef90_E3HPD5|UniRef50_A7K0S1,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio vulgaris,927,1,0.0.0.0
gi|410101285|ref|NZ_JH976471.1|:c1503161-1501323|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1V8|UniRef50_R7H6V2,root,1839,2,3.6.4.13
gi|522837954|ref|NZ_KE159520.1|:c137731-135878|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DQI3|UniRef50_O53182,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1854,1,0.0.0.0
gi|522837954|ref|NZ_KE159520.1|:c137731-135878|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DQI3|UniRef50_O53182,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1854,1,0.0.0.0
gi|522837957|ref|NZ_KE159523.1|:275828-277657|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YS60|UniRef50_R6L478,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1830,1,0.0.0.0
gi|522837953|ref|NZ_KE159519.1|:725991-727718|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHE3|UniRef50_R6D3Z1,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1728,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c205638-203932|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6KX84|UniRef50_D3ICU3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1707,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c205638-203932|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6KX84|UniRef50_D3ICU3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1707,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c205638-203932|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6KX84|UniRef50_D3ICU3,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1707,1,0.0.0.0
gi|522837947|ref|NZ_KE159513.1|:c1881130-1879373|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LBU6|UniRef50_O67589,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1758,1,6.1.1.12
gi|522837947|ref|NZ_KE159513.1|:c1881130-1879373|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LBU6|UniRef50_O67589,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,1758,2,6.1.1.12
gi|522837947|ref|NZ_KE159513.1|:c1881130-1879373|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LBU6|UniRef50_O67589,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides dorei,1758,1,6.1.1.12
gi|522837947|ref|NZ_KE159513.1|:1847820-1849568|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7JAP3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1749,1,6.1.1.18
gi|410101285|ref|NZ_JH976471.1|:c698318-696324|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AU71|UniRef50_R5C7Z6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1995,1,0.0.0.0
gi|410101287|ref|NZ_JH976473.1|:647666-649621|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_U5Q855,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Erwiniaceae;g_Pantoea;s_Pantoea agglomerans,1956,1,5.99.1.3
gi|522837947|ref|NZ_KE159513.1|:749998-751953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G8THU4,root;k_Bacteria,1956,1,6.1.1.3
gi|522837947|ref|NZ_KE159513.1|:749998-751953|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G8THU4,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_;g_;s_Bacteroidales bacterium CF,1956,1,6.1.1.3
gi|410101287|ref|NZ_JH976473.1|:c219869-217812|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R5K2F7,root,2058,1,0.0.0.0
gi|522837947|ref|NZ_KE159513.1|:c1875871-1873844|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZZ71|UniRef50_R6JDJ4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Enterobacter;s_Enterobacter sp. 638,2028,1,0.0.0.0
gi|522837947|ref|NZ_KE159513.1|:c260397-258370|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6M7Y6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,2028,1,0.0.0.0
gi|410101286|ref|NZ_JH976472.1|:303261-305288|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Cellulophaga;s_Cellulophaga baltica,2028,1,0.0.0.0
gi|410101286|ref|NZ_JH976472.1|:c1095513-1093471|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,2043,1,0.0.0.0
gi|522837954|ref|NZ_KE159520.1|:c119062-117023|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7DL47,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,2040,1,6.1.1.10
gi|522837954|ref|NZ_KE159520.1|:c119062-117023|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7DL47,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,2040,1,6.1.1.10
gi|410101285|ref|NZ_JH976471.1|:c580843-578957|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ATV0|UniRef50_A6L0Y0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides vulgatus,1887,1,0.0.0.0
gi|410101286|ref|NZ_JH976472.1|:c835739-833856|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R6LKZ7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1884,1,0.0.0.0
gi|522837947|ref|NZ_KE159513.1|:1607945-1609804|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YUK0|UniRef50_R5JDR7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1860,2,0.0.0.0
gi|410101286|ref|NZ_JH976472.1|:c1238773-1236911|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1863,1,5.4.99.2
gi|410101286|ref|NZ_JH976472.1|:c1238773-1236911|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,1863,1,5.4.99.2
gi|522837953|ref|NZ_KE159519.1|:c138644-136698|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_G8UMR7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1947,1,0.0.0.0
gi|410101285|ref|NZ_JH976471.1|:c1051761-1049818|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes,1944,1,0.0.0.0
gi|410101285|ref|NZ_JH976471.1|:c1051761-1049818|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1944,1,0.0.0.0
gi|410101285|ref|NZ_JH976471.1|:c1051761-1049818|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Porphyromonas;s_Porphyromonas gingivalis,1944,3,0.0.0.0
gi|410101285|ref|NZ_JH976471.1|:c1051761-1049818|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Cytophaga;s_Cytophaga hutchinsonii,1944,2,0.0.0.0
gi|410101285|ref|NZ_JH976471.1|:c1051761-1049818|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella fusca,1944,1,0.0.0.0
gi|410101285|ref|NZ_JH976471.1|:c1051761-1049818|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_unknown,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1944,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,1917,51,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Listeriaceae;g_Listeria,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Bacteroidetes;c_Chitinophagia;o_Chitinophagales;f_Chitinophagaceae;g_Arachidicoccus;s_Arachidicoccus sp. BS20,1917,4,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Erythrobacteraceae;g_Erythrobacter;s_Erythrobacter atlanticus,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus;s_Streptococcus suis,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Pontibacter;s_Pontibacter korlensis,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Hymenobacter;s_Hymenobacter sp. DG25A,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Cytophagaceae;g_Cytophaga;s_Cytophaga hutchinsonii,1917,1,0.0.0.0
gi|522837958|ref|NZ_KE159524.1|:c42941-41025|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A4BWH2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Barnesiellaceae;g_Barnesiella;s_Barnesiella viscericola,1917,1,0.0.0.0
gi|410101290|ref|NZ_JH976476.1|:c19674-17755|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZCG7|UniRef50_R5UUD4,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Cryomorphaceae;g_Owenweeksia;s_Owenweeksia hongkongensis,1920,1,0.0.0.0
gi|522837947|ref|NZ_KE159513.1|:804217-805746|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_R7NW91,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1530,1,3.6.4.12
gi|522837954|ref|NZ_KE159520.1|:c741533-739989|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R7JAB6|UniRef50_B2RH83,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1545,1,6.1.1.14
gi|522837947|ref|NZ_KE159513.1|:2341458-2342996|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZP48|UniRef50_Q59219,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1539,1,3.2.1.55
gi|522837954|ref|NZ_KE159520.1|:c1185409-1183886|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LFB1|UniRef50_A6L050,root;k_Bacteria;p_Cyanobacteria;c_;o_Chroococcales;f_Microcystaceae;g_Microcystis;s_Microcystis panniformis,1524,1,5.4.2.12
gi|522837954|ref|NZ_KE159520.1|:c1185409-1183886|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LFB1|UniRef50_A6L050,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1524,1,5.4.2.12
gi|410101285|ref|NZ_JH976471.1|:468968-470533|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A6W5|UniRef50_R5AL42,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Paludibacteraceae;g_Paludibacter;s_Paludibacter propionicigenes,1566,1,0.0.0.0
gi|522837947|ref|NZ_KE159513.1|:745554-747101|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6Y919|UniRef50_Q8GBW6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1548,1,0.0.0.0
gi|522837954|ref|NZ_KE159520.1|:c235697-234150|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A1W7|UniRef50_R5LZJ6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1548,1,0.0.0.0
gi|522837954|ref|NZ_KE159520.1|:c1180740-1179187|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YYQ2|UniRef50_Q08408,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,1554,1,2.7.13.3
gi|522837954|ref|NZ_KE159520.1|:c1180740-1179187|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YYQ2|UniRef50_Q08408,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1554,2,2.7.13.3
gi|410101289|ref|NZ_JH976475.1|:c352601-351048|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XD50|UniRef50_H6MV72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,1554,3,6.4.1.3
gi|410101289|ref|NZ_JH976475.1|:c352601-351048|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XD50|UniRef50_H6MV72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1554,1,6.4.1.3
gi|410101289|ref|NZ_JH976475.1|:c352601-351048|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XD50|UniRef50_H6MV72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,1554,1,6.4.1.3
gi|410101289|ref|NZ_JH976475.1|:c352601-351048|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6XD50|UniRef50_H6MV72,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1554,1,6.4.1.3
gi|522837958|ref|NZ_KE159524.1|:264048-265532|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z470|UniRef50_A6L890,root;k_;p_;c_;o_;f_;g;_;s_uncultured organism,1485,2,1.7.2.2
gi|522837947|ref|NZ_KE159513.1|:c531541-530060|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LAP3|UniRef50_Q2RZJ2,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides helcogenes,1482,1,6.1.1.15
gi|522837947|ref|NZ_KE159513.1|:c531541-530060|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LAP3|UniRef50_Q2RZJ2,root;k_Bacteria;p_Bacteroidetes;c_Flavobacteriia;o_Flavobacteriales;f_Flavobacteriaceae;g_Gramella;s_Gramella sp. MAR_2010_102,1482,1,6.1.1.15
gi|410101287|ref|NZ_JH976473.1|:1147239-1148708|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AA48|UniRef50_R7H225,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1470,1,0.0.0.0
gi|410101288|ref|NZ_JH976474.1|:826957-828423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Klebsiella,1467,1,1.11.1.6
gi|410101288|ref|NZ_JH976474.1|:826957-828423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhodobacterales;f_Rhodobacteraceae;g_Phaeobacter;s_Phaeobacter gallaeciensis,1467,1,1.11.1.6
gi|410101288|ref|NZ_JH976474.1|:826957-828423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfovibrio;s_Desulfovibrio hydrothermalis,1467,2,1.11.1.6
gi|410101288|ref|NZ_JH976474.1|:826957-828423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Oceanospirillales;f_Alcanivoracaceae;g_Alcanivorax;s_Alcanivorax dieselolei,1467,1,1.11.1.6
gi|410101288|ref|NZ_JH976474.1|:826957-828423|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DFT6|UniRef50_P0A324,root;k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Neisseriales;f_Chromobacteriaceae;g_Chromobacterium;s_Chromobacterium vaccinii,1467,17,1.11.1.6
gi|522837954|ref|NZ_KE159520.1|:1164599-1166071|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUT5|UniRef50_Q7MWM7,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella denticola,1473,1,6.3.2.13
gi|522837953|ref|NZ_KE159519.1|:c1118169-1116697|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6IQZ0|UniRef50_Q8U195,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella;s_Prevotella scopos,1473,1,0.0.0.0
gi|522837954|ref|NZ_KE159520.1|:1229767-1231239|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUN2|UniRef50_R6ID17,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides;s_Parabacteroides distasonis,1473,71,0.0.0.0
gi|522837954|ref|NZ_KE159520.1|:1229767-1231239|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUN2|UniRef50_R6ID17,root;k_Bacteria;p_Bacteroidetes;c_Cytophagia;o_Cytophagales;f_Hymenobacteraceae;g_Pontibacter;s_Pontibacter korlensis,1473,1,0.0.0.0
gi|522837954|ref|NZ_KE159520.1|:1229767-1231239|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUN2|UniRef50_R6ID17,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium 1i11,1473,1,0.0.0.0
gi|522837954|ref|NZ_KE159520.1|:1229767-1231239|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUN2|UniRef50_R6ID17,root;k_Bacteria,1473,1,0.0.0.0
gi|410101291|ref|NZ_JH976477.1|:226732-228225|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DHD0|UniRef50_R5TWD5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides fragilis,1494,1,0.0.0.0
gi|410101291|ref|NZ_JH976477.1|:226732-228225|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DHD0|UniRef50_R5TWD5,root;k_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Treponema;s_Treponema putidum,1494,1,0.0.0.0
gi|410101291|ref|NZ_JH976477.1|:226732-228225|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DHD0|UniRef50_R5TWD5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Tannerella;s_Tannerella forsythia,1494,1,0.0.0.0
gi|522837953|ref|NZ_KE159519.1|:c1260342-1258852|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LI32|UniRef50_R7J0F3,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides cellulosilyticus,1491,5,4.3.1.3
gi|522837953|ref|NZ_KE159519.1|:c16126-14480|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DA56|UniRef50_O83553,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Porphyromonadaceae;g_Fermentimonas;s_Fermentimonas caenicola,1647,3,2.7.1.90
gi|522837953|ref|NZ_KE159519.1|:c16126-14480|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DA56|UniRef50_O83553,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides thetaiotaomicron,1647,1,2.7.1.90
gi|522837953|ref|NZ_KE159519.1|:c16126-14480|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5DA56|UniRef50_O83553,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides salanitronis,1647,8,2.7.1.90
