GeneID,Taxonomy,Length,Reads,EC#,RPK
gi|550260673|ref|NZ_KI440779.1|:146983-147156|1099853|g__Coprobacter.s__Coprobacter_fastidiosus|UniRef90_U5CR87|UniRef50_U5CR87,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Tannerellaceae;g_Parabacteroides,174,7532,0.0.0.0,43287.356321839085
gi|410101286|ref|NZ_JH976472.1|:966945-967787|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LDS0|UniRef50_A6LDS0,unclassified,843,2,4.1.1.23,2.372479240806643
gi|488663152|ref|NZ_KB851047.1|:198298-199140|1531|g__Clostridium.s__Clostridium_clostridioforme|UniRef90_R7PL04|UniRef50_R7PL04,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,843,2,0.0.0.0,2.372479240806643
gi|410101291|ref|NZ_JH976477.1|:201061-204438|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_unknown|UniRef50_A0LYR8,unclassified,3378,8,0.0.0.0,2.3682652457075193
gi|367473708|ref|NZ_CAFH01000061.1|:c31682-29994|115808|g__Bradyrhizobium.s__Bradyrhizobium_sp_ORS_285|UniRef90_A4YVF0|UniRef50_A4SZM1,unclassified,1689,4,6.1.1.18,2.3682652457075193
gi|485074249|ref|NZ_KB906255.1|:c67815-66127|86182|g__Curvibacter.s__Curvibacter_lanceolatus|UniRef90_UPI00036E2685|UniRef50_UPI00036E2685,unclassified,1689,4,0.0.0.0,2.3682652457075193
gi|522837954|ref|NZ_KE159520.1|:693979-695247|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A3X2|UniRef50_R5BF46,unclassified,1269,3,0.0.0.0,2.364066193853428
gi|555552016|ref|NZ_KI530588.1|:c332717-331449|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2QB06|UniRef50_V2QB06,unclassified,1269,3,0.0.0.0,2.364066193853428
gi|522837956|ref|NZ_KE159522.1|:282055-282900|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6ABH6|UniRef50_R5DEX5,unclassified,846,2,0.0.0.0,2.3640661938534278
gi|432337601|ref|NZ_ANIU01000402.1|:c6661-6239|44752|g__Rhodococcus.s__Rhodococcus_wratislaviensis|UniRef90_L2TKZ7|UniRef50_L2TKZ7,root;k_Bacteria,423,1,0.0.0.0,2.3640661938534278
gi|522837954|ref|NZ_KE159520.1|:558766-559188|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YVN8|UniRef50_A6LGE4,unclassified,423,1,0.0.0.0,2.3640661938534278
gi|331671284|ref|NZ_GL884332.1|:509547-509969|562|g__Escherichia.s__Escherichia_coli|UniRef90_P40711|UniRef50_P40711,root;k_Bacteria,423,1,3.1.1.29,2.3640661938534278
gi|522837954|ref|NZ_KE159520.1|:c381779-381357|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6A4D5|UniRef50_R7E780,unclassified,423,1,0.0.0.0,2.3640661938534278
gi|522837953|ref|NZ_KE159519.1|:282429-283274|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z836|UniRef50_K5Z836,unclassified,846,2,0.0.0.0,2.3640661938534278
gi|498503065|ref|NZ_KB822571.1|:4916054-4916899|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZAQ8|UniRef50_K5ZAQ8,unclassified,846,2,0.0.0.0,2.3640661938534278
gi|498503065|ref|NZ_KB822571.1|:2520811-2521233|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A4D5|UniRef50_R7E780,unclassified,423,1,0.0.0.0,2.3640661938534278
gi|237784637|ref|NC_012704.1|:c1751325-1749208|161879|g__Corynebacterium.s__Corynebacterium_kroppenstedtii|UniRef90_C4LK51|UniRef50_P64321,unclassified,2118,5,3.6.4.12,2.3607176581680833
gi|490138457|ref|NZ_KB822569.1|:c114161-112890|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z1T4|UniRef50_G3KIM4,root;k_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Megasphaera;s_Megasphaera elsdenii,1272,3,0.0.0.0,2.358490566037736
gi|422518290|ref|NZ_GL383890.1|:c261342-260071|1747|g__Propionibacterium.s__Propionibacterium_acnes|UniRef90_F9Z1I9|UniRef50_F9Z1I9,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1272,3,0.0.0.0,2.358490566037736
gi|490137911|ref|NZ_KB822568.1|:c165361-162815|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z6C2|UniRef50_R9KG97,unclassified,2547,6,2.7.13.3,2.3557126030624262
gi|498503065|ref|NZ_KB822571.1|:c5995300-5993603|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A5D2|UniRef50_K6A5D2,unclassified,1698,4,0.0.0.0,2.3557126030624262
gi|486218681|ref|NZ_KB912668.1|:34022-34870|369829|g__Saccharomonospora.s__Saccharomonospora_saliphila|UniRef90_UPI00047EF26E|UniRef50_O80448,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Lentzea;s_Lentzea guizhouensis,849,2,4.3.3.6,2.3557126030624262
gi|552896371|ref|NZ_AXMI01000002.1|:703664-704512|1203577|g__Propionibacterium.s__Propionibacterium_sp_KPL1854|UniRef90_D4HE26|UniRef50_D4HE26,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,849,2,0.0.0.0,2.3557126030624262
gi|498503065|ref|NZ_KB822571.1|:c486255-485404|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2B6K7|UniRef50_N2B6K7,unclassified,852,2,0.0.0.0,2.347417840375587
gi|406351886|ref|NZ_JH815273.1|:c508099-507674|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P0ABV4|UniRef50_P0ABV4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,426,1,0.0.0.0,2.347417840375587
gi|498503065|ref|NZ_KB822571.1|:6364148-6365425|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Y132|UniRef50_R7JE67,unclassified,1278,3,0.0.0.0,2.347417840375587
gi|522837957|ref|NZ_KE159523.1|:42003-42854|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2BBE9|UniRef50_N2BBE9,unclassified,852,2,0.0.0.0,2.347417840375587
gi|522837947|ref|NZ_KE159513.1|:c1148153-1146450|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LAW1|UniRef50_Q8AA15,unclassified,1704,4,4.1.99.17,2.347417840375587
gi|410101287|ref|NZ_JH976473.1|:c449728-449303|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZGL1|UniRef50_A6LI84,unclassified,426,1,0.0.0.0,2.347417840375587
gi|490134789|ref|NZ_KB822565.1|:434603-435454|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZTH2|UniRef50_R5KHB5,unclassified,852,2,0.0.0.0,2.347417840375587
gi|487644852|ref|NZ_AQEK01000013.1|:c188533-187682|562|g__Escherichia.s__Escherichia_coli|UniRef90_A7ZHM3|UniRef50_A5F974,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,852,2,6.3.2.1,2.347417840375587
gi|418832103|ref|NZ_AHTY01000049.1|:9053-9478|28901|g__Salmonella.s__Salmonella_enterica|UniRef90_X2NCI4|UniRef50_X2NCI4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,426,1,0.0.0.0,2.347417840375587
gi|415846501|ref|NZ_ADUU01000047.1|:c145198-144773|624|g__Shigella.s__Shigella_sonnei|UniRef90_P0AAB0|UniRef50_P0AAB0,unclassified,426,1,0.0.0.0,2.347417840375587
gi|498503065|ref|NZ_KB822571.1|:6462325-6462750|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AM79|UniRef50_B3JMC6,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides caecimuris,426,1,0.0.0.0,2.347417840375587
gi|406351866|ref|NZ_JH815253.1|:c565334-564483|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_A7ZHM3|UniRef50_A5F974,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,852,2,6.3.2.1,2.347417840375587
gi|483979027|ref|NZ_AMRP01001794.1|:106-532|80869|g__Acidovorax.s__Acidovorax_citrulli|UniRef90_A1TSV6|UniRef50_A9BLH2,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,427,1,0.0.0.0,2.34192037470726
gi|498503065|ref|NZ_KB822571.1|:5821700-5822980|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A5S9|UniRef50_Q8ZFX5,unclassified,1281,3,1.1.1.23,2.34192037470726
gi|410101286|ref|NZ_JH976472.1|:c1228645-1227365|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZVS1|UniRef50_F8ECV6,unclassified,1281,3,0.0.0.0,2.34192037470726
gi|483984568|ref|NZ_KB892643.1|:c32000-30720|33035|g__Blautia.s__Blautia_producta|UniRef90_unknown|UniRef50_R5BTN4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1281,3,0.0.0.0,2.34192037470726
gi|483979027|ref|NZ_AMRP01001794.1|:106-532|80869|g__Acidovorax.s__Acidovorax_citrulli|UniRef90_A1TSV6|UniRef50_A9BLH2,root;k_Bacteria,427,1,0.0.0.0,2.34192037470726
gi|414574508|ref|NZ_AKND01000009.1|:c200702-199848|624|g__Shigella.s__Shigella_sonnei|UniRef90_P77395|UniRef50_P77395,unclassified,855,2,0.0.0.0,2.3391812865497075
gi|490134789|ref|NZ_KB822565.1|:188384-189238|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZU09|UniRef50_N1ZU09,unclassified,855,2,0.0.0.0,2.3391812865497075
gi|522837947|ref|NZ_KE159513.1|:c6957-6103|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YYM5|UniRef50_R6KA20,unclassified,855,2,0.0.0.0,2.3391812865497075
gi|498503065|ref|NZ_KB822571.1|:3214227-3215510|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YHA3|UniRef50_K5YHA3,unclassified,1284,3,0.0.0.0,2.336448598130841
gi|410101287|ref|NZ_JH976473.1|:c930582-929299|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YHA3|UniRef50_K5YHA3,unclassified,1284,3,0.0.0.0,2.336448598130841
gi|490150767|ref|NZ_KB822405.1|:c128556-125131|1622|g__Lactobacillus.s__Lactobacillus_murinus|UniRef90_unknown|UniRef50_unknown,unclassified,3426,8,6.4.1.1,2.335084646818447
gi|82775382|ref|NC_007606.1|:1481079-1481507|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_Q32G12|UniRef50_Q32G12,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,429,1,0.0.0.0,2.331002331002331
gi|522837954|ref|NZ_KE159520.1|:817997-818854|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_N2AY77|UniRef50_R5DFJ5,unclassified,858,2,0.0.0.0,2.331002331002331
gi|498503065|ref|NZ_KB822571.1|:4218968-4219396|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_I9PM24|UniRef50_A6L275,unclassified,429,1,0.0.0.0,2.331002331002331
gi|410101285|ref|NZ_JH976471.1|:c38271-36985|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WZJ2|UniRef50_B2GAM0,root;k_Bacteria;p_Firmicutes;c_Bacilli;o_Bacillales;f_Bacillaceae;g_Bacillus;s_Bacillus beveridgei,1287,3,4.2.1.11,2.331002331002331
gi|335050618|ref|NZ_AFIK01000016.1|:c31872-30157|936047|g__Propionibacterium.s__Propionibacterium_sp_409_HC1|UniRef90_F9YXD5|UniRef50_G8VQZ2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1716,4,0.0.0.0,2.331002331002331
gi|498503065|ref|NZ_KB822571.1|:c2084497-2083640|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2AY77|UniRef50_R5DFJ5,unclassified,858,2,0.0.0.0,2.331002331002331
gi|224514846|ref|NZ_DS483521.1|:c2002-1574|33043|g__Coprococcus.s__Coprococcus_eutactus|UniRef90_A8SSN4|UniRef50_C1FNC0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae,429,1,0.0.0.0,2.331002331002331
gi|224580997|ref|NZ_GG657386.1|:540401-541687|562|g__Shigella.s__Shigella_sp_D9|UniRef90_P0ABZ8|UniRef50_Q1C0H3,root;k_Bacteria,1287,3,5.2.1.8,2.331002331002331
gi|552896688|ref|NZ_AXMI01000003.1|:64837-66552|1203577|g__Propionibacterium.s__Propionibacterium_sp_KPL1854|UniRef90_F9YXD5|UniRef50_G8VQZ2,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Propionibacteriales;f_Propionibacteriaceae;g_Cutibacterium;s_Cutibacterium acnes,1716,4,0.0.0.0,2.331002331002331
gi|490134789|ref|NZ_KB822565.1|:c668126-665553|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZH34|UniRef50_N1ZH34,unclassified,2574,6,0.0.0.0,2.331002331002331
gi|498503065|ref|NZ_KB822571.1|:c1121337-1117045|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_unknown,unclassified,4293,10,2.7.7.6,2.3293733985557883
gi|498503065|ref|NZ_KB822571.1|:3174876-3177023|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZNE1|UniRef50_G0J3V9,unclassified,2148,5,0.0.0.0,2.327746741154562
gi|498503065|ref|NZ_KB822571.1|:3670066-3671355|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZTR7|UniRef50_K5ZTR7,unclassified,1290,3,0.0.0.0,2.3255813953488373
gi|490136654|ref|NZ_KB822566.1|:127163-128452|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1ZIT5|UniRef50_D4JWQ1,unclassified,1290,3,6.1.1.11,2.3255813953488373
gi|410101286|ref|NZ_JH976472.1|:1098680-1100401|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K6AN02|UniRef50_R5DDF4,unclassified,1722,4,0.0.0.0,2.3228803716608595
gi|406351886|ref|NZ_JH815273.1|:c143427-142567|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_Q46907|UniRef50_Q46907,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,861,2,0.0.0.0,2.3228803716608595
gi|410101291|ref|NZ_JH976477.1|:c2934-2074|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R5I7R5|UniRef50_R5SPN7,unclassified,861,2,0.0.0.0,2.3228803716608595
gi|498503065|ref|NZ_KB822571.1|:c6274510-6273218|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YTI0|UniRef50_N2AR64,unclassified,1293,3,0.0.0.0,2.320185614849188
gi|355631651|ref|NZ_JH376512.1|:69304-70596|665940|g__Clostridium.s__Clostridium_sp_7_3_54FAA|UniRef90_E7GQK3|UniRef50_Q8A525,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,1293,3,6.3.5.2,2.320185614849188
gi|522837947|ref|NZ_KE159513.1|:c717746-716022|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZHD0|UniRef50_K5ZHD0,unclassified,1725,4,0.0.0.0,2.318840579710145
gi|300921606|ref|NZ_GG771770.1|:c57326-55602|562|g__Escherichia.s__Escherichia_coli|UniRef90_G2B0R0|UniRef50_D1Q2W4,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1725,4,0.0.0.0,2.318840579710145
gi|498503065|ref|NZ_KB822571.1|:5866405-5868561|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5YC65|UniRef50_R5RMP6,unclassified,2157,5,3.2.1.22,2.3180343069077423
gi|522837955|ref|NZ_KE159521.1|:209171-209602|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z1E9|UniRef50_R5FZS4,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium BD_contig01474,432,1,0.0.0.0,2.314814814814815
gi|555546126|ref|NZ_KI530573.1|:c481658-480363|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RN57|UniRef50_F8F196,unclassified,1296,3,0.0.0.0,2.314814814814815
gi|417737170|ref|NZ_AFHC01000018.1|:c35098-34667|623|g__Shigella.s__Shigella_flexneri|UniRef90_B7UJM7|UniRef50_Q8FKC6,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,432,1,3.1.4.14,2.314814814814815
gi|336317302|ref|NZ_AFHI01000067.1|:c92638-91343|506534|g__Rheinheimera.s__Rheinheimera_sp_A13L|UniRef90_F7P0R2|UniRef50_Q7MGT4,unclassified,1296,3,6.3.4.13,2.314814814814815
gi|498503065|ref|NZ_KB822571.1|:502573-503004|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z1E9|UniRef50_R5FZS4,unclassified,432,1,0.0.0.0,2.314814814814815
gi|410101289|ref|NZ_JH976475.1|:c324678-322948|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6L8C6|UniRef50_Q7MUV7,unclassified,1731,4,6.1.1.6,2.310803004043905
gi|490138457|ref|NZ_KB822569.1|:c124563-123265|97138|g__Clostridium.s__Clostridium_sp_ASF356|UniRef90_N1Z5G9|UniRef50_R7B7X6,unclassified,1299,3,5.2.1.8,2.309468822170901
gi|522837957|ref|NZ_KE159523.1|:28024-29322|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5YNC4|UniRef50_R6BFD3,unclassified,1299,3,0.0.0.0,2.309468822170901
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_;c_;o_;f_;g_;s_uncultured bacterium,433,1,0.0.0.0,2.3094688221709005
gi|423332908|ref|NZ_JH976496.1|:1-433|823|g__Parabacteroides.s__Parabacteroides_distasonis|UniRef90_K5ZEM5|UniRef50_K5ZEM5,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides,433,1,0.0.0.0,2.3094688221709005
gi|387175331|ref|NZ_JH660541.1|:841539-842840|457401|g__Escherichia.s__Escherichia_sp_4_1_40B|UniRef90_P18392|UniRef50_P18392,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,1302,3,2.7.13.3,2.304147465437788
gi|498503065|ref|NZ_KB822571.1|:3527871-3530912|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZRL7|UniRef50_A6GWV8,root;k_Bacteria;p_Bacteroidetes,3042,7,0.0.0.0,2.3011176857330704
gi|498503065|ref|NZ_KB822571.1|:6366027-6366896|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z6N5|UniRef50_R7E6C3,unclassified,870,2,0.0.0.0,2.2988505747126435
gi|68077189|ref|XM_669053.1||5821|g__Plasmodium.s__Plasmodium_berghei|UniRef90_Q4YI86|UniRef50_Q0MQL8,unclassified,435,1,0.0.0.0,2.2988505747126435
gi|498503065|ref|NZ_KB822571.1|:c3857870-3857436|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_R6WQ56|UniRef50_F4KNP0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,435,1,0.0.0.0,2.2988505747126435
gi|50553785|ref|XM_504304.1||4952|g__Yarrowia.s__Yarrowia_lipolytica|UniRef90_Q6C4V8|UniRef50_Q6C4V8,unclassified,435,1,0.0.0.0,2.2988505747126435
gi|82775382|ref|NC_007606.1|:c3303601-3303167|622|g__Shigella.s__Shigella_dysenteriae|UniRef90_P0AED2|UniRef50_P0AED2,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae,435,1,0.0.0.0,2.2988505747126435
gi|410105720|ref|NZ_JH976502.1|:86020-86454|658661|g__Parabacteroides.s__Parabacteroides_sp_D25|UniRef90_A6LEI4|UniRef50_A6LEI4,unclassified,435,1,0.0.0.0,2.2988505747126435
gi|483984581|ref|NZ_KB892645.1|:59616-60485|33035|g__Blautia.s__Blautia_producta|UniRef90_R6NBY0|UniRef50_P47269,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,870,2,4.1.2.13,2.2988505747126435
gi|498503065|ref|NZ_KB822571.1|:2024905-2025339|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_unknown|UniRef50_B2RJH1,unclassified,435,1,3.6.1.23,2.2988505747126435
gi|410101285|ref|NZ_JH976471.1|:c55389-54955|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_A6LEI4|UniRef50_A6LEI4,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium phytofermentans,435,1,0.0.0.0,2.2988505747126435
gi|311111670|ref|NC_014643.1|:c792799-791930|2047|g__Rothia.s__Rothia_dentocariosa|UniRef90_E3H244|UniRef50_P44660,root;k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Rothia;s_Rothia dentocariosa,870,2,0.0.0.0,2.2988505747126435
gi|295691862|ref|NC_014106.1|:c63220-62786|47770|g__Lactobacillus.s__Lactobacillus_crispatus|UniRef90_D5GZ90|UniRef50_D5GZ90,root;k_Bacteria,435,1,0.0.0.0,2.2988505747126435
gi|410101287|ref|NZ_JH976473.1|:420606-421040|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_R6WQ56|UniRef50_F4KNP0,root;k_Bacteria;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;g_Bacteroides;s_Bacteroides ovatus,435,1,0.0.0.0,2.2988505747126435
gi|334139601|ref|NC_015580.1|:939331-940200|702113|g__Novosphingobium.s__Novosphingobium_sp_PP1Y|UniRef90_F6IJZ6|UniRef50_P55500,root;k_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Novosphingobium;s_Novosphingobium sp. PP1Y,870,2,0.0.0.0,2.2988505747126435
gi|543941914|ref|NC_022349.1|:c2398528-2398094|663|g__Vibrio.s__Vibrio_alginolyticus|UniRef90_T2BY96|UniRef50_G7SQ06,unclassified,435,1,0.0.0.0,2.2988505747126435
gi|498503065|ref|NZ_KB822571.1|:1464464-1465336|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A8H0|UniRef50_A6LEW3,unclassified,873,2,0.0.0.0,2.290950744558992
gi|432349897|ref|NZ_ANIU01000820.1|:c1311-1|44752|g__Rhodococcus.s__Rhodococcus_wratislaviensis|UniRef90_L2T6E0|UniRef50_L2T6E0,unclassified,1311,3,0.0.0.0,2.288329519450801
gi|498503065|ref|NZ_KB822571.1|:593133-594443|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z185|UniRef50_W0ERH8,unclassified,1311,3,0.0.0.0,2.288329519450801
gi|498503065|ref|NZ_KB822571.1|:c1325714-1324403|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z2B0|UniRef50_S0GEK8,unclassified,1312,3,0.0.0.0,2.2865853658536586
gi|483985043|ref|NZ_KB892693.1|:271563-272000|33035|g__Blautia.s__Blautia_producta|UniRef90_R5WVY5|UniRef50_B9KZY0,root;k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia sp. YL58,438,1,0.0.0.0,2.2831050228310503
gi|82794613|ref|XM_723416.1||5861|g__Plasmodium.s__Plasmodium_yoelii|UniRef90_Q7R7K6|UniRef50_C6EQK4,unclassified,876,2,0.0.0.0,2.2831050228310503
gi|498503065|ref|NZ_KB822571.1|:231134-232009|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_N2BE56|UniRef50_R6L9I7,unclassified,876,2,0.0.0.0,2.2831050228310503
gi|522837959|ref|NZ_KE159525.1|:c10697-8943|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5Z0X5|UniRef50_Q64NI0,unclassified,1755,4,0.0.0.0,2.2792022792022792
gi|498503065|ref|NZ_KB822571.1|:1423871-1425625|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5Z0X5|UniRef50_Q64NI0,unclassified,1755,4,0.0.0.0,2.2792022792022792
gi|498503065|ref|NZ_KB822571.1|:c549202-547886|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K6A0U5|UniRef50_R5DEJ3,unclassified,1317,3,0.0.0.0,2.277904328018223
gi|406351888|ref|NZ_JH815275.1|:118293-119609|457400|g__Escherichia.s__Escherichia_sp_1_1_43|UniRef90_P39835|UniRef50_P39357,root;k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae;g_Escherichia;s_Escherichia coli,1317,3,0.0.0.0,2.277904328018223
gi|555546126|ref|NZ_KI530573.1|:c22244-19611|248039|g__Mucispirillum.s__Mucispirillum_schaedleri|UniRef90_V2RRF9|UniRef50_V2RRF9,unclassified,2634,6,6.1.1.7,2.277904328018223
gi|410101285|ref|NZ_JH976471.1|:877607-878485|328812|g__Parabacteroides.s__Parabacteroides_goldsteinii|UniRef90_K5ZUK2|UniRef50_R5DKI3,unclassified,879,2,0.0.0.0,2.2753128555176336
gi|498503065|ref|NZ_KB822571.1|:5987856-5988734|1235803|g__Parabacteroides.s__Parabacteroides_sp_ASF519|UniRef90_K5ZHF8|UniRef50_D7ISW1,unclassified,879,2,0.0.0.0,2.2753128555176336
